longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-118.18,33.8,15.0,2407.0,589.0,1591.0,506.0,3.0513,0.2962
-118.12,33.83,45.0,1579.0,278.0,687.0,285.0,5.0424,0.4518
-118.12,33.83,45.0,1734.0,331.0,797.0,293.0,4.8917,0.4456
-118.12,33.82,43.0,1544.0,286.0,701.0,298.0,4.1375,0.452
-118.12,33.82,42.0,1493.0,277.0,671.0,267.0,3.2794,0.449
-118.13,33.82,44.0,1619.0,280.0,815.0,284.0,5.5449,0.4644
-118.13,33.82,44.0,1785.0,307.0,779.0,291.0,4.3056,0.4572
-118.13,33.83,45.0,3087.0,574.0,1474.0,567.0,5.5196,0.4552
-118.1,33.83,36.0,1408.0,250.0,702.0,251.0,4.875,0.445
-118.11,33.83,36.0,1462.0,233.0,664.0,220.0,5.1171,0.4506
-118.11,33.82,36.0,1999.0,390.0,887.0,379.0,3.8162,0.4438
-118.11,33.82,36.0,1742.0,340.0,857.0,341.0,4.6875,0.4364
-118.11,33.83,37.0,1249.0,202.0,517.0,189.0,4.4196,0.4462
-118.11,33.83,36.0,1820.0,313.0,899.0,295.0,4.918,0.4504
-118.09,33.83,36.0,2734.0,448.0,1308.0,441.0,5.9265,0.4546
-118.1,33.82,36.0,2422.0,420.0,1193.0,421.0,4.8462,0.4514
-118.1,33.82,36.0,1930.0,354.0,915.0,328.0,5.2713,0.4888
-118.1,33.83,36.0,2000.0,343.0,956.0,352.0,5.3735,0.4688
-118.08,33.81,20.0,6295.0,937.0,2292.0,874.0,7.6084,0.805
-118.09,33.82,36.0,2219.0,393.0,1042.0,396.0,5.2299,0.4796
-118.09,33.81,36.0,1878.0,323.0,846.0,325.0,7.1937,0.5088
-118.1,33.81,36.0,1111.0,184.0,444.0,177.0,3.7031,0.4906
-118.1,33.81,36.0,856.0,146.0,451.0,164.0,5.1993,0.492
-118.11,33.81,36.0,1252.0,209.0,558.0,214.0,3.9722,0.4712
-118.11,33.82,37.0,1987.0,347.0,1095.0,357.0,4.3203,0.4656
-118.1,33.82,36.0,1946.0,346.0,871.0,336.0,5.2155,0.5096
-118.11,33.82,37.0,1756.0,345.0,836.0,335.0,4.375,0.4364
-118.12,33.81,36.0,2565.0,458.0,1155.0,443.0,4.6087,0.4492
-118.12,33.81,37.0,1798.0,331.0,860.0,340.0,4.2143,0.457
-118.13,33.81,37.0,1013.0,199.0,493.0,183.0,4.7845,0.4628
-118.13,33.81,37.0,1228.0,237.0,572.0,242.0,4.325,0.4478
-118.13,33.82,37.0,1530.0,290.0,711.0,283.0,5.1795,0.4508
-118.13,33.82,36.0,665.0,114.0,273.0,112.0,3.7321,0.4474
-118.13,33.81,34.0,1903.0,343.0,928.0,349.0,5.395,0.4838
-118.13,33.81,36.0,1749.0,322.0,855.0,319.0,4.6473,0.4542
-118.13,33.8,36.0,1026.0,182.0,505.0,176.0,4.3438,0.4672
-118.13,33.8,36.0,1496.0,271.0,743.0,265.0,4.4312,0.452
-118.13,33.8,41.0,1509.0,325.0,821.0,314.0,4.0893,0.446
-118.15,33.8,44.0,1886.0,399.0,1167.0,372.0,3.1042,0.4396
-118.12,33.81,36.0,1774.0,299.0,784.0,298.0,5.0447,0.4984
-118.12,33.81,36.0,1665.0,291.0,721.0,294.0,4.6875,0.5014
-118.12,33.8,35.0,1835.0,435.0,774.0,418.0,2.7092,0.5126
-118.12,33.8,36.0,1257.0,205.0,530.0,211.0,5.3701,0.5028
-118.11,33.8,36.0,1837.0,319.0,810.0,305.0,4.3897,0.47
-118.11,33.79,36.0,1993.0,354.0,884.0,337.0,5.587,0.4898
-118.11,33.79,36.0,2223.0,370.0,1039.0,370.0,5.7942,0.514
-118.09,33.81,36.0,1371.0,250.0,666.0,257.0,5.0795,0.4866
-118.09,33.8,36.0,1724.0,322.0,838.0,328.0,4.4831,0.5078
-118.11,33.8,36.0,1680.0,291.0,744.0,280.0,4.66,0.4896
-118.11,33.8,35.0,1034.0,180.0,444.0,177.0,5.4602,0.4632
-118.11,33.81,37.0,1694.0,280.0,776.0,271.0,6.2187,0.5158
-118.1,33.81,36.0,1962.0,325.0,786.0,315.0,5.62,0.4792
-118.1,33.8,37.0,1814.0,329.0,850.0,328.0,5.0574,0.4816
-118.09,33.79,36.0,4210.0,657.0,1911.0,631.0,5.8491,0.4946
-118.1,33.78,35.0,4466.0,740.0,2134.0,743.0,5.7389,0.5036
-118.1,33.79,35.0,2370.0,379.0,996.0,380.0,5.7368,0.5744
-118.1,33.79,36.0,3359.0,596.0,1522.0,565.0,5.1805,0.4988
-118.11,33.78,16.0,3985.0,567.0,1327.0,564.0,7.9767,1.000002
-118.13,33.79,29.0,2937.0,524.0,1132.0,528.0,4.6133,1.000002
-118.13,33.78,31.0,3039.0,739.0,1199.0,697.0,3.7232,1.000002
-118.13,33.79,36.0,1245.0,211.0,508.0,221.0,5.3441,0.9612
-118.12,33.79,43.0,1471.0,301.0,767.0,311.0,4.3317,0.4648
-118.12,33.79,41.0,1762.0,314.0,738.0,300.0,4.1687,0.4814
-118.13,33.79,44.0,2153.0,375.0,947.0,364.0,5.0072,0.4724
-118.13,33.79,45.0,2317.0,448.0,1057.0,428.0,4.375,0.4696
-118.14,33.79,45.0,1519.0,263.0,681.0,267.0,4.6452,0.425
-118.13,33.79,20.0,6678.0,1797.0,3625.0,1599.0,3.7716,0.4858
-118.14,33.8,43.0,2506.0,531.0,1230.0,543.0,3.4211,0.4078
-118.15,33.79,5.0,3700.0,993.0,1657.0,848.0,3.7826,0.3926
-118.14,33.79,23.0,2573.0,688.0,1478.0,604.0,3.4833,0.4188
-118.14,33.79,44.0,2388.0,619.0,1461.0,592.0,3.1711,0.4308
-118.14,33.78,44.0,2101.0,496.0,1038.0,500.0,3.108,0.4358
-118.15,33.79,25.0,4013.0,1097.0,2297.0,969.0,3.0453,0.3718
-118.15,33.78,17.0,1584.0,435.0,904.0,406.0,2.0875,0.3626
-118.16,33.78,14.0,1709.0,558.0,1939.0,520.0,1.9808,0.2782
-118.16,33.78,33.0,2048.0,585.0,2074.0,597.0,2.0156,0.3054
-118.16,33.79,25.0,3742.0,1180.0,3916.0,1063.0,2.4,0.3074
-118.16,33.79,26.0,3061.0,844.0,2135.0,769.0,2.875,0.328
-118.17,33.79,32.0,2171.0,672.0,3002.0,648.0,2.375,0.2794
-118.17,33.79,30.0,1349.0,519.0,2646.0,552.0,1.9318,0.2318
-118.18,33.78,36.0,1697.0,550.0,1379.0,434.0,1.2746,0.2594
-118.18,33.79,27.0,1580.0,510.0,1896.0,448.0,2.0186,0.26
-118.17,33.79,28.0,1219.0,408.0,1816.0,348.0,1.7589,0.2366
-118.18,33.79,20.0,1255.0,360.0,1201.0,318.0,1.2206,0.325
-118.19,33.78,29.0,1170.0,369.0,1398.0,373.0,2.2543,0.3126
-118.19,33.79,37.0,1834.0,551.0,1967.0,476.0,2.137,0.2532
-118.19,33.79,30.0,3107.0,994.0,3543.0,850.0,1.9387,0.2834
-118.19,33.78,24.0,225.0,72.0,439.0,71.0,2.8533,0.275
-118.2,33.79,25.0,2851.0,968.0,3744.0,906.0,2.0675,0.2334
-118.21,33.79,33.0,32.0,18.0,96.0,36.0,4.5938,0.225
-118.21,33.79,44.0,121.0,29.0,153.0,30.0,2.1964,0.3
-118.22,33.79,48.0,143.0,41.0,222.0,50.0,1.7,0.2084
-118.23,33.76,21.0,49.0,14.0,29.0,16.0,5.0,0.175
-118.19,33.78,21.0,2741.0,1029.0,2924.0,969.0,1.3274,0.4376
-118.19,33.78,35.0,1511.0,593.0,914.0,539.0,0.9318,0.375
-118.2,33.78,46.0,1889.0,651.0,1545.0,587.0,1.7064,0.35
-118.2,33.78,48.0,1766.0,497.0,1908.0,466.0,1.9872,0.3376
-118.2,33.78,52.0,2662.0,893.0,3018.0,763.0,2.3305,0.325
-118.19,33.77,35.0,1574.0,603.0,820.0,514.0,1.2321,0.275
-118.2,33.77,40.0,2034.0,899.0,1257.0,797.0,1.2864,0.2626
-118.2,33.77,24.0,2404.0,819.0,1566.0,753.0,1.5076,0.2916
-118.2,33.77,22.0,1118.0,437.0,1190.0,399.0,1.9797,0.2876
-118.2,33.77,52.0,1375.0,457.0,1089.0,317.0,2.2344,0.4
-118.2,33.77,41.0,1158.0,396.0,1209.0,336.0,2.7813,0.2584
-118.2,33.77,42.0,517.0,233.0,995.0,212.0,2.225,0.2126
-118.18,33.77,45.0,1434.0,627.0,735.0,518.0,1.5,0.325
-118.19,33.76,25.0,1442.0,392.0,632.0,385.0,4.6629,0.325
-118.19,33.77,52.0,1562.0,616.0,692.0,512.0,1.4048,0.4
-118.18,33.77,39.0,1645.0,547.0,1339.0,499.0,1.5536,0.31
-118.18,33.77,36.0,1833.0,688.0,1128.0,620.0,1.1483,0.225
-118.19,33.77,21.0,2103.0,727.0,1064.0,603.0,1.6178,0.275
-118.19,33.77,31.0,1711.0,691.0,1092.0,568.0,1.0714,0.3
-118.18,33.78,20.0,1852.0,556.0,1712.0,556.0,1.4565,0.305
-118.18,33.78,17.0,1419.0,436.0,1300.0,360.0,2.0769,0.2
-118.18,33.78,52.0,1180.0,381.0,1046.0,332.0,1.5603,0.325
-118.19,33.78,31.0,1648.0,484.0,898.0,457.0,1.5844,0.325
-118.19,33.78,8.0,992.0,393.0,694.0,331.0,2.5544,0.325
-118.19,33.78,29.0,1013.0,392.0,1083.0,316.0,1.8438,0.325
-118.19,33.78,42.0,1021.0,300.0,533.0,187.0,1.8036,0.35
-118.17,33.78,29.0,2920.0,962.0,3580.0,772.0,1.7393,0.2804
-118.17,33.78,23.0,3768.0,1261.0,3940.0,1098.0,1.9647,0.3724
-118.18,33.78,26.0,3042.0,1253.0,4812.0,1141.0,1.7701,0.2924
-118.17,33.78,44.0,2364.0,746.0,3184.0,672.0,1.918,0.295
-118.17,33.77,36.0,2933.0,881.0,2077.0,838.0,2.2538,0.3626
-118.17,33.77,45.0,2508.0,797.0,1340.0,720.0,2.6786,0.3822
-118.17,33.77,38.0,2239.0,721.0,984.0,684.0,2.346,0.3312
-118.17,33.77,39.0,2953.0,878.0,1379.0,785.0,2.1378,0.3608
-118.17,33.77,12.0,4409.0,1401.0,3068.0,1262.0,2.2808,0.3094
-118.18,33.77,29.0,1776.0,606.0,1391.0,488.0,1.1295,0.275
-118.18,33.77,30.0,1418.0,439.0,720.0,417.0,2.6371,0.3188
-118.17,33.77,37.0,1127.0,327.0,492.0,331.0,2.675,0.4834
-118.18,33.74,30.0,5915.0,1750.0,2136.0,1503.0,4.0968,0.62
-118.17,33.77,45.0,2151.0,643.0,1047.0,579.0,3.1149,0.4376
-118.17,33.77,45.0,2143.0,697.0,1004.0,594.0,3.0153,0.44
-118.18,33.77,37.0,2653.0,754.0,1087.0,698.0,2.3523,0.65
-118.18,33.77,41.0,2048.0,601.0,852.0,533.0,2.5726,0.3876
-118.18,33.77,49.0,2297.0,759.0,1105.0,629.0,1.8388,0.35
-118.16,33.77,49.0,3382.0,787.0,1314.0,756.0,3.8125,0.7642
-118.17,33.74,36.0,2006.0,453.0,807.0,426.0,3.7838,1.000002
-118.16,33.77,30.0,4439.0,1105.0,1749.0,1011.0,3.8984,0.6126
-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,0.5326
-118.16,33.77,30.0,2800.0,757.0,1292.0,742.0,2.7614,0.5444
-118.16,33.77,38.0,3235.0,769.0,1284.0,752.0,2.9384,0.6082
-118.16,33.77,29.0,3078.0,786.0,1460.0,736.0,2.875,0.465
-118.17,33.77,25.0,4405.0,1262.0,2178.0,1090.0,3.0503,0.45
-118.16,33.78,15.0,4798.0,1374.0,3087.0,1212.0,2.127,0.3266
-118.16,33.78,39.0,4075.0,1085.0,2470.0,1025.0,2.3317,0.445
-118.16,33.78,52.0,3248.0,853.0,1819.0,815.0,3.1739,0.4458
-118.16,33.78,29.0,3684.0,1301.0,3891.0,1143.0,1.6955,0.3594
-118.15,33.78,13.0,3056.0,861.0,1600.0,824.0,3.3003,0.4156
-118.15,33.78,12.0,4436.0,1133.0,2176.0,1002.0,3.5812,0.3972
-118.15,33.78,35.0,2768.0,752.0,1277.0,651.0,3.6193,0.5
-118.14,33.78,42.0,1898.0,488.0,940.0,483.0,3.4107,0.4666
-118.13,33.78,45.0,1016.0,172.0,361.0,163.0,7.5,0.869
-118.14,33.77,49.0,2792.0,690.0,1301.0,648.0,3.2917,0.6148
-118.14,33.77,51.0,2812.0,621.0,1171.0,566.0,3.875,0.6858
-118.15,33.77,52.0,2204.0,498.0,899.0,445.0,4.1765,0.7878
-118.15,33.77,41.0,3448.0,896.0,1621.0,838.0,4.5,0.6796
-118.15,33.77,27.0,3043.0,787.0,1398.0,747.0,3.5528,0.5422
-118.14,33.76,37.0,3242.0,698.0,1080.0,629.0,3.901,0.865
-118.16,33.72,29.0,2743.0,708.0,1059.0,651.0,3.625,1.0
-118.15,33.76,36.0,2916.0,785.0,1183.0,749.0,3.5985,1.000002
-118.15,33.77,36.0,4366.0,1211.0,1912.0,1172.0,3.5292,0.7236
-118.13,33.76,52.0,2216.0,526.0,940.0,530.0,4.5469,0.762
-118.13,33.76,44.0,1543.0,463.0,652.0,406.0,4.25,0.8786
-118.14,33.75,39.0,1995.0,634.0,867.0,567.0,4.0795,0.8
-118.14,33.76,52.0,2677.0,642.0,1144.0,624.0,4.3889,0.756
-118.14,33.76,50.0,2960.0,761.0,1179.0,718.0,3.5214,0.7962
-118.14,33.76,44.0,1633.0,536.0,741.0,513.0,3.385,0.8166
-118.14,33.77,52.0,2208.0,409.0,791.0,408.0,5.8408,1.0
-118.14,33.76,50.0,914.0,167.0,322.0,165.0,4.7361,0.8376
-118.13,33.76,46.0,2834.0,673.0,1175.0,670.0,4.7875,0.7276
-118.13,33.76,44.0,2532.0,621.0,961.0,550.0,3.9352,0.8138
-118.12,33.76,43.0,3070.0,668.0,1240.0,646.0,3.7813,0.923
-118.12,33.75,47.0,3330.0,569.0,1220.0,557.0,7.3672,1.000002
-118.12,33.76,45.0,3035.0,516.0,1127.0,527.0,7.0796,1.000002
-118.12,33.75,41.0,2072.0,491.0,742.0,414.0,3.9934,1.000002
-118.14,33.71,36.0,2484.0,525.0,792.0,446.0,5.1815,1.000002
-118.1,33.76,15.0,4690.0,1002.0,1879.0,974.0,5.6051,0.5348
-118.11,33.77,15.0,9103.0,1847.0,3333.0,1712.0,5.1508,0.7346
-118.12,33.77,20.0,4534.0,954.0,1941.0,892.0,6.0362,0.927
-118.12,33.77,10.0,7264.0,1137.0,2528.0,1057.0,10.2233,1.000002
-118.13,33.77,52.0,3697.0,691.0,1436.0,671.0,4.6852,0.7904
-118.13,33.77,37.0,4365.0,926.0,1661.0,868.0,5.3046,0.7214
-118.32,33.35,27.0,1675.0,521.0,744.0,331.0,2.1579,0.9
-118.33,33.34,52.0,2359.0,591.0,1100.0,431.0,2.8333,0.8294
-118.32,33.33,52.0,2127.0,512.0,733.0,288.0,3.3906,0.6
-118.32,33.34,52.0,996.0,264.0,341.0,160.0,2.7361,0.9
-118.48,33.43,29.0,716.0,214.0,422.0,173.0,2.6042,0.575
-118.29,33.96,32.0,3508.0,917.0,2794.0,839.0,1.554,0.2
-118.3,33.95,36.0,1786.0,418.0,1367.0,393.0,1.5078,0.1992
-118.29,33.95,31.0,2839.0,792.0,2390.0,729.0,2.0,0.2196
-118.3,33.95,41.0,2057.0,550.0,1805.0,506.0,1.2455,0.2016
-118.3,33.95,27.0,1774.0,444.0,1622.0,402.0,2.2031,0.1938
-118.3,33.95,35.0,1182.0,305.0,977.0,283.0,1.5898,0.188
-118.29,33.94,38.0,2407.0,630.0,1774.0,562.0,1.5615,0.2172
-118.3,33.94,36.0,3504.0,862.0,2521.0,836.0,2.5679,0.2298
-118.3,33.94,36.0,2041.0,531.0,1390.0,464.0,2.0114,0.1986
-118.29,33.94,32.0,2701.0,708.0,1880.0,590.0,1.6716,0.2476
-118.29,33.93,32.0,1815.0,488.0,1715.0,475.0,1.7244,0.2224
-118.3,33.93,35.0,1300.0,356.0,1216.0,326.0,1.2,0.1984
-118.3,33.93,36.0,2196.0,633.0,2017.0,583.0,1.3962,0.2486
-118.3,33.93,40.0,2434.0,477.0,1646.0,453.0,3.2024,0.256
-118.31,33.93,37.0,1282.0,244.0,852.0,249.0,4.2917,0.2558
-118.31,33.94,44.0,1854.0,367.0,976.0,335.0,3.6583,0.2534
-118.31,33.94,40.0,1917.0,438.0,1021.0,383.0,2.2448,0.35
-118.31,33.94,40.0,1323.0,243.0,684.0,229.0,3.2206,0.2916
-118.31,33.94,40.0,1550.0,278.0,798.0,270.0,3.775,0.3076
-118.31,33.93,42.0,1173.0,201.0,602.0,186.0,5.5787,0.284
-118.31,33.93,43.0,1834.0,292.0,997.0,295.0,4.9464,0.3006
-118.32,33.94,37.0,2740.0,504.0,1468.0,479.0,4.5368,0.3376
-118.32,33.93,37.0,2379.0,462.0,1327.0,445.0,4.25,0.3442
-118.33,33.93,37.0,1831.0,356.0,925.0,338.0,4.4091,0.2968
-118.33,33.93,38.0,694.0,112.0,412.0,119.0,6.0718,0.312
-118.34,33.93,35.0,1213.0,284.0,742.0,253.0,4.0625,0.3198
-118.32,33.94,37.0,1487.0,296.0,863.0,291.0,3.1563,0.3724
-118.32,33.94,38.0,1067.0,170.0,499.0,169.0,4.6389,0.3676
-118.32,33.94,36.0,1722.0,280.0,830.0,261.0,4.0536,0.378
-118.32,33.94,36.0,1153.0,224.0,639.0,226.0,4.0,0.384
-118.33,33.94,31.0,3757.0,1102.0,3288.0,964.0,1.9309,0.275
-118.32,33.96,47.0,1453.0,247.0,721.0,276.0,5.5176,0.382
-118.32,33.95,43.0,3819.0,708.0,1505.0,712.0,3.1719,0.367
-118.33,33.96,24.0,6513.0,1290.0,2636.0,1271.0,4.2099,0.3796
-118.32,33.95,44.0,2023.0,325.0,992.0,326.0,4.6667,0.3512
-118.32,33.95,44.0,2131.0,360.0,1040.0,330.0,5.0912,0.3396
-118.34,33.95,33.0,1923.0,459.0,1412.0,361.0,5.4359,0.3882
-118.32,33.97,52.0,1590.0,302.0,844.0,295.0,2.7139,0.3298
-118.32,33.96,47.0,1885.0,361.0,954.0,357.0,3.8512,0.3426
-118.32,33.96,47.0,1297.0,292.0,704.0,264.0,3.3214,0.333
-118.32,33.97,46.0,1504.0,270.0,814.0,306.0,4.3919,0.3142
-118.34,33.97,45.0,2230.0,364.0,949.0,344.0,5.5,0.3764
-118.33,33.96,42.0,1686.0,361.0,737.0,319.0,2.3,0.3784
-118.33,33.96,42.0,2084.0,517.0,1062.0,451.0,2.0057,0.3964
-118.35,33.97,33.0,1495.0,474.0,1272.0,447.0,2.0694,0.287
-118.35,33.97,25.0,1864.0,616.0,1710.0,575.0,2.2303,0.3188
-118.35,33.97,26.0,1725.0,431.0,1130.0,404.0,3.2708,0.2562
-118.35,33.97,26.0,3832.0,1074.0,2340.0,904.0,2.6734,0.2868
-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,0.3056
-118.35,33.98,42.0,3081.0,680.0,1785.0,609.0,3.745,0.3416
-118.34,33.98,47.0,2649.0,684.0,2374.0,607.0,2.3882,0.2754
-118.34,33.98,40.0,2108.0,526.0,1922.0,544.0,3.163,0.2756
-118.34,33.98,45.0,1298.0,294.0,1064.0,268.0,3.7067,0.2732
-118.35,33.97,30.0,1548.0,330.0,757.0,349.0,3.8056,0.6476
-118.35,33.96,21.0,2714.0,881.0,1549.0,853.0,1.2094,0.315
-118.35,33.96,26.0,2773.0,681.0,1560.0,631.0,3.1354,0.3286
-118.35,33.95,28.0,4770.0,1328.0,3201.0,1196.0,2.681,0.2954
-118.34,33.95,25.0,3762.0,1281.0,4015.0,1178.0,2.1587,0.2876
-118.35,33.95,30.0,2661.0,765.0,2324.0,724.0,3.0519,0.275
-118.35,33.95,42.0,1779.0,431.0,1507.0,380.0,2.8892,0.3196
-118.35,33.95,45.0,1076.0,213.0,781.0,238.0,3.95,0.328
-118.36,33.95,42.0,1116.0,303.0,1082.0,299.0,3.7237,0.3416
-118.36,33.96,21.0,1802.0,556.0,1286.0,557.0,2.7284,0.2938
-118.36,33.96,25.0,1849.0,518.0,1498.0,451.0,2.8378,0.34
-118.36,33.96,26.0,3543.0,1055.0,2742.0,951.0,2.5504,0.3026
-118.36,33.95,26.0,3231.0,1089.0,3193.0,1020.0,2.6535,0.3544
-118.36,33.98,45.0,1559.0,305.0,891.0,341.0,4.4038,0.5188
-118.36,33.98,46.0,1425.0,283.0,782.0,273.0,5.057,0.4926
-118.36,33.98,39.0,813.0,185.0,344.0,154.0,3.5833,0.4376
-118.37,33.97,26.0,6672.0,1729.0,3333.0,1557.0,2.9646,0.3596
-118.36,33.97,18.0,1284.0,283.0,990.0,289.0,4.0179,0.3916
-118.37,33.97,21.0,3616.0,1060.0,2515.0,945.0,2.7464,0.3062
-118.36,33.98,29.0,2861.0,816.0,1715.0,775.0,2.7712,0.3218
-118.36,33.97,19.0,4651.0,1281.0,2917.0,1121.0,2.6823,0.285
-118.36,33.96,17.0,3431.0,934.0,2365.0,810.0,3.0393,0.2584
-118.36,33.96,37.0,2146.0,573.0,2009.0,592.0,3.6583,0.3546
-118.37,33.96,26.0,138.0,23.0,100.0,20.0,4.875,0.35
-118.37,33.95,35.0,924.0,349.0,1376.0,358.0,2.2297,0.525
-118.36,33.95,42.0,1139.0,302.0,1283.0,306.0,4.1635,0.3278
-118.36,33.95,42.0,2532.0,627.0,2038.0,591.0,2.875,0.355
-118.37,33.95,32.0,1067.0,286.0,1053.0,277.0,2.8438,0.3634
-118.37,33.95,52.0,836.0,175.0,747.0,166.0,4.125,0.348
-118.36,33.94,39.0,1390.0,410.0,1666.0,371.0,3.3056,0.3136
-118.36,33.94,38.0,2169.0,688.0,3036.0,639.0,2.3125,0.297
-118.37,33.94,29.0,2265.0,813.0,3425.0,781.0,2.3675,0.2988
-118.36,33.93,30.0,1132.0,347.0,1433.0,341.0,2.68,0.34
-118.36,33.93,40.0,1625.0,500.0,2036.0,476.0,2.6298,0.313
-118.36,33.94,33.0,939.0,284.0,1309.0,250.0,3.4063,0.3046
-118.34,33.93,36.0,1528.0,486.0,1824.0,470.0,2.2679,0.3078
-118.35,33.93,35.0,1050.0,252.0,918.0,236.0,1.7344,0.2938
-118.35,33.93,34.0,617.0,189.0,810.0,180.0,1.9766,0.325
-118.35,33.93,33.0,2040.0,576.0,2649.0,561.0,2.3375,0.3412
-118.35,33.94,35.0,1451.0,435.0,1888.0,420.0,2.8462,0.2982
-118.35,33.94,38.0,1794.0,508.0,2188.0,454.0,2.6654,0.2844
-118.35,33.94,36.0,2225.0,601.0,2755.0,610.0,2.5547,0.3008
-118.35,33.94,42.0,1028.0,278.0,1369.0,261.0,3.3125,0.2892
-118.34,33.94,37.0,3107.0,903.0,3456.0,734.0,2.182,0.295
-118.34,33.94,36.0,2796.0,1041.0,4033.0,944.0,2.4886,0.3214
-118.33,33.93,37.0,4916.0,1134.0,3533.0,1035.0,3.2862,0.3046
-118.34,33.93,33.0,4294.0,1224.0,4512.0,1189.0,2.8304,0.2874
-118.34,33.93,32.0,1254.0,399.0,1281.0,386.0,2.2976,0.3114
-118.34,33.93,37.0,1638.0,407.0,1341.0,369.0,3.0677,0.3354
-118.35,33.93,26.0,3156.0,857.0,2394.0,787.0,3.01,0.3838
-118.35,33.93,31.0,2746.0,697.0,1973.0,598.0,3.5139,0.3856
-118.35,33.93,25.0,2260.0,692.0,1603.0,673.0,2.11,0.4466
-118.36,33.93,27.0,4445.0,1231.0,3340.0,1113.0,3.1656,0.409
-118.34,33.92,29.0,1475.0,349.0,965.0,370.0,3.3558,0.3992
-118.35,33.92,24.0,2728.0,845.0,2023.0,773.0,2.75,0.4794
-118.35,33.92,29.0,736.0,232.0,584.0,231.0,3.6167,0.4
-118.36,33.92,26.0,3695.0,1144.0,2308.0,1009.0,2.6667,0.4586
-118.36,33.92,46.0,1231.0,231.0,793.0,256.0,4.1023,0.4536
-118.36,33.92,19.0,2807.0,883.0,1546.0,815.0,2.6375,0.4676
-118.36,33.93,19.0,3103.0,918.0,2033.0,738.0,2.6961,0.425
-118.37,33.93,10.0,199.0,41.0,61.0,56.0,2.8958,0.4916
-118.37,33.92,44.0,938.0,181.0,502.0,171.0,4.4722,0.4366
-118.37,33.92,36.0,1075.0,197.0,509.0,197.0,4.9688,0.4778
-118.37,33.92,40.0,928.0,187.0,521.0,185.0,5.5255,0.4854
-118.37,33.92,39.0,1073.0,206.0,556.0,204.0,4.8611,0.4912
-118.37,33.93,46.0,1130.0,201.0,503.0,196.0,4.4861,0.4926
-118.37,33.93,46.0,442.0,88.0,255.0,94.0,4.4474,0.4938
-118.36,33.93,44.0,520.0,116.0,392.0,106.0,3.0132,0.405
-118.36,33.91,41.0,2048.0,439.0,1191.0,429.0,3.8,0.445
-118.36,33.91,42.0,1949.0,422.0,1184.0,423.0,4.3333,0.4512
-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74,0.46
-118.36,33.9,40.0,1271.0,276.0,725.0,234.0,5.0452,0.4638
-118.37,33.91,41.0,1869.0,427.0,1334.0,435.0,3.9355,0.4556
-118.37,33.91,35.0,1742.0,283.0,812.0,282.0,5.6704,0.6074
-118.37,33.9,35.0,1651.0,269.0,707.0,252.0,5.6482,0.5896
-118.37,33.9,32.0,332.0,103.0,177.0,102.0,3.3409,0.5126
-118.38,33.91,36.0,2904.0,515.0,1463.0,534.0,5.8374,0.5792
-118.35,33.91,19.0,1949.0,559.0,1282.0,498.0,2.7813,0.4626
-118.35,33.91,31.0,2583.0,663.0,1675.0,612.0,3.5234,0.53
-118.35,33.91,28.0,2108.0,534.0,1485.0,536.0,4.0775,0.4828
-118.35,33.91,26.0,2159.0,523.0,1331.0,520.0,3.87,0.529
-118.35,33.91,25.0,1884.0,554.0,1337.0,549.0,2.8512,0.5456
-118.35,33.9,25.0,3309.0,902.0,2299.0,837.0,3.0417,0.474
-118.35,33.91,32.0,1660.0,366.0,928.0,398.0,4.3187,0.5394
-118.35,33.91,29.0,2461.0,535.0,1236.0,482.0,4.8409,0.488
-118.35,33.91,34.0,2055.0,448.0,1134.0,408.0,3.825,0.4708
-118.36,33.91,36.0,2064.0,474.0,1366.0,421.0,4.1,0.4862
-118.35,33.9,32.0,1056.0,225.0,565.0,231.0,3.9485,0.46
-118.36,33.9,39.0,1166.0,222.0,640.0,206.0,3.5313,0.4608
-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,0.3708
-118.33,33.91,39.0,1224.0,312.0,1106.0,333.0,3.3491,0.3636
-118.34,33.91,17.0,3724.0,1023.0,2536.0,971.0,3.2649,0.4042
-118.33,33.91,35.0,1092.0,302.0,962.0,297.0,3.5903,0.3666
-118.34,33.91,8.0,3937.0,1404.0,2691.0,1142.0,2.4741,0.3714
-118.34,33.92,6.0,1047.0,271.0,740.0,248.0,3.425,0.3876
-118.34,33.91,12.0,9975.0,3638.0,7429.0,3405.0,2.6689,0.3846
-118.33,33.91,8.0,10731.0,3335.0,7211.0,3028.0,2.455,0.3854
-118.31,33.91,31.0,1415.0,339.0,874.0,289.0,3.8173,0.3558
-118.31,33.91,36.0,961.0,173.0,625.0,179.0,4.2596,0.3622
-118.32,33.91,33.0,1729.0,396.0,1073.0,344.0,4.2083,0.361
-118.32,33.91,35.0,940.0,197.0,640.0,215.0,4.2,0.3626
-118.32,33.91,35.0,881.0,159.0,605.0,170.0,3.6654,0.369
-118.32,33.91,34.0,3041.0,677.0,1920.0,640.0,4.5304,0.3626
-118.32,33.91,34.0,1068.0,198.0,757.0,231.0,5.7528,0.361
