age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
28,management,married,university.degree,no,no,no,telephone,jun,wed,771,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
47,housemaid,married,university.degree,no,yes,no,cellular,aug,mon,232,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,yes
34,services,married,high.school,no,yes,no,cellular,jul,mon,206,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
55,blue-collar,divorced,basic.4y,unknown,yes,yes,cellular,may,mon,163,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,513,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
25,admin.,single,university.degree,no,no,no,telephone,aug,tue,103,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
31,technician,single,professional.course,no,yes,no,cellular,aug,tue,150,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,393,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
50,management,married,university.degree,no,no,no,cellular,sep,thu,718,4,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,no
22,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,106,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
48,unknown,married,basic.4y,unknown,no,no,telephone,may,tue,375,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
35,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34,technician,married,professional.course,no,yes,no,cellular,nov,wed,107,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
50,blue-collar,married,basic.4y,no,yes,yes,telephone,nov,tue,234,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
25,student,single,high.school,no,yes,no,cellular,jul,tue,112,1,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,no
51,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,mon,231,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
32,student,single,high.school,unknown,yes,no,telephone,may,tue,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
59,management,married,university.degree,no,yes,no,cellular,dec,thu,646,3,6,1,success,-3.0,92.713,-33.0,0.7,5023.5,no
37,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,138,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
40,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,181,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
26,technician,single,professional.course,no,yes,no,telephone,jun,wed,605,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
32,admin.,married,high.school,no,no,no,cellular,may,thu,84,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
33,management,single,university.degree,no,yes,yes,cellular,apr,wed,1176,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes
35,self-employed,married,basic.4y,unknown,no,no,telephone,jun,thu,140,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32,student,single,university.degree,no,yes,no,telephone,jun,wed,209,12,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
35,admin.,married,high.school,unknown,no,no,cellular,jul,mon,356,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
31,technician,single,university.degree,no,yes,no,cellular,nov,mon,984,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes
38,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,693,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
30,student,single,high.school,no,no,no,cellular,aug,tue,592,3,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
32,services,married,high.school,no,yes,no,telephone,may,wed,628,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,yes
44,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,556,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,673,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
48,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,454,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
52,retired,married,university.degree,unknown,no,no,cellular,nov,wed,172,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
41,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,198,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
65,housemaid,married,basic.4y,no,no,no,cellular,jun,mon,89,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
43,services,divorced,high.school,no,no,no,cellular,jul,mon,122,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
40,blue-collar,married,professional.course,no,no,yes,cellular,nov,mon,80,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
30,admin.,married,university.degree,no,no,no,cellular,jul,fri,70,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
66,retired,divorced,high.school,no,no,no,cellular,jul,wed,211,1,999,1,failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no
44,services,single,high.school,no,no,no,telephone,jun,mon,20,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,no
35,admin.,married,high.school,no,yes,yes,telephone,jun,mon,172,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
57,management,married,university.degree,unknown,no,no,cellular,aug,wed,338,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
26,blue-collar,single,basic.6y,no,no,no,telephone,jun,wed,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39,unemployed,married,university.degree,no,yes,no,telephone,jun,thu,72,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
45,services,married,basic.6y,no,unknown,unknown,telephone,jun,wed,173,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
35,technician,single,professional.course,no,yes,no,cellular,nov,thu,192,2,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
42,housemaid,married,university.degree,no,no,no,cellular,nov,mon,90,4,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
36,admin.,single,university.degree,no,no,no,cellular,oct,wed,146,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,no
46,admin.,single,university.degree,no,no,yes,cellular,may,mon,195,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
35,self-employed,married,university.degree,no,yes,no,cellular,jul,mon,192,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
24,admin.,single,high.school,no,yes,no,cellular,jul,wed,145,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
50,technician,married,university.degree,no,yes,no,cellular,aug,mon,204,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,admin.,single,university.degree,no,no,no,cellular,jul,thu,67,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
39,technician,single,professional.course,no,no,no,telephone,jul,thu,206,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no
57,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,769,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,110,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31,blue-collar,single,university.degree,no,no,no,cellular,jul,fri,35,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
41,admin.,single,unknown,no,yes,yes,telephone,may,mon,1111,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
25,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,114,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
58,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,48,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
33,self-employed,married,university.degree,no,no,no,telephone,may,tue,367,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42,technician,single,unknown,no,no,no,telephone,may,tue,162,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
41,management,married,university.degree,unknown,no,no,telephone,may,mon,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
49,blue-collar,divorced,basic.6y,no,no,no,cellular,nov,wed,55,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
44,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,33,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
52,services,married,university.degree,no,no,no,telephone,jun,mon,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
26,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,45,2,999,2,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
43,admin.,married,high.school,unknown,no,no,cellular,may,wed,431,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
43,technician,married,university.degree,no,yes,no,cellular,aug,mon,134,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
26,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,149,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,162,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
24,services,single,high.school,no,no,no,telephone,may,mon,401,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
33,self-employed,single,university.degree,no,no,no,telephone,may,fri,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,self-employed,single,unknown,no,no,no,cellular,jul,tue,843,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
31,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,363,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,668,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
25,self-employed,single,unknown,no,no,no,cellular,apr,mon,131,2,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,no
26,admin.,single,university.degree,no,no,no,telephone,jul,wed,342,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
56,retired,married,basic.4y,no,no,no,telephone,may,wed,88,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,21,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
37,admin.,married,high.school,no,yes,no,telephone,nov,fri,136,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
22,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,848,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
50,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,128,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
34,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,606,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
35,technician,single,university.degree,no,yes,no,cellular,may,mon,271,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
48,services,divorced,basic.9y,no,unknown,unknown,cellular,may,thu,67,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
25,admin.,married,high.school,no,no,no,cellular,jul,wed,95,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
39,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,93,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
52,technician,married,professional.course,no,yes,yes,cellular,sep,mon,211,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes
48,technician,married,university.degree,no,no,no,cellular,aug,fri,239,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
44,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,fri,225,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
30,technician,single,professional.course,no,yes,no,cellular,aug,wed,178,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
32,management,married,high.school,no,no,no,telephone,jun,tue,206,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
52,unemployed,married,university.degree,no,no,no,cellular,nov,fri,115,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
44,blue-collar,single,professional.course,no,no,no,cellular,oct,tue,123,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no
29,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,254,3,3,1,success,-2.9,92.20100000000001,-31.4,0.873,5076.2,yes
41,admin.,married,university.degree,no,no,no,cellular,aug,wed,85,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
26,technician,married,high.school,no,yes,no,telephone,may,fri,305,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,fri,233,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,191,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
58,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,148,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
56,technician,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
23,blue-collar,single,professional.course,no,yes,no,cellular,may,fri,136,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
50,technician,married,professional.course,no,yes,no,telephone,may,fri,855,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,565,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,140,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
48,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,248,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
27,blue-collar,single,unknown,no,unknown,unknown,cellular,jul,tue,81,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
24,technician,divorced,professional.course,no,no,no,cellular,apr,fri,332,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
35,technician,married,high.school,no,no,no,telephone,may,wed,208,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
42,technician,married,university.degree,unknown,no,no,telephone,jun,tue,228,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
37,admin.,married,high.school,no,no,no,cellular,may,mon,14,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,tue,118,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
58,management,married,university.degree,no,no,no,cellular,aug,mon,164,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,retired,married,basic.9y,no,yes,no,cellular,jul,thu,148,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
54,technician,married,professional.course,no,yes,no,cellular,nov,tue,149,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
39,technician,single,professional.course,no,no,no,cellular,aug,mon,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,admin.,married,basic.9y,unknown,no,no,telephone,may,thu,517,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
34,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,204,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,77,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
30,admin.,single,high.school,no,no,no,cellular,aug,fri,72,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
59,retired,married,professional.course,no,yes,no,telephone,jun,tue,77,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
29,admin.,single,high.school,unknown,yes,no,cellular,jul,fri,139,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
25,admin.,married,high.school,no,no,no,telephone,may,fri,498,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
47,admin.,divorced,high.school,no,yes,no,cellular,sep,tue,159,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.755,5017.5,no
32,admin.,married,university.degree,no,no,yes,cellular,aug,tue,301,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,338,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
24,technician,single,university.degree,no,no,no,cellular,oct,wed,197,1,999,0,nonexistent,-3.4,92.431,-26.9,0.7240000000000001,5017.5,no
58,entrepreneur,married,high.school,no,no,no,cellular,sep,mon,145,1,999,2,failure,-1.1,94.199,-37.5,0.882,4963.6,no
44,management,married,university.degree,no,no,no,telephone,may,wed,158,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
36,admin.,married,university.degree,no,yes,yes,cellular,sep,tue,28,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no
33,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,355,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,blue-collar,single,high.school,no,no,no,cellular,jul,mon,42,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
38,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,992,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
35,management,married,university.degree,no,yes,no,cellular,aug,thu,108,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
29,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,202,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
58,management,married,university.degree,no,yes,no,cellular,jul,mon,260,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,269,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
55,self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,thu,169,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
53,management,married,university.degree,unknown,yes,no,telephone,may,tue,186,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
38,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,fri,215,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
36,technician,single,professional.course,no,no,no,cellular,jul,thu,54,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
56,retired,married,professional.course,no,no,no,cellular,aug,tue,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,admin.,married,university.degree,no,no,no,telephone,may,thu,99,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
48,blue-collar,married,basic.9y,no,yes,no,telephone,aug,fri,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
31,technician,married,university.degree,no,no,no,telephone,nov,mon,57,4,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no
50,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,mon,311,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
38,services,married,high.school,unknown,yes,no,telephone,jun,mon,25,7,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
34,admin.,single,university.degree,unknown,no,no,telephone,jun,thu,17,16,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
41,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,234,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
51,management,married,university.degree,no,yes,no,cellular,aug,thu,386,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
26,admin.,single,high.school,no,no,no,telephone,may,fri,619,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
34,admin.,single,university.degree,no,no,no,cellular,sep,fri,260,3,3,2,success,-3.4,92.37899999999999,-29.8,0.773,5017.5,yes
41,technician,married,university.degree,unknown,yes,yes,cellular,apr,thu,139,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
41,technician,married,professional.course,no,unknown,unknown,cellular,jun,tue,318,1,4,3,success,-2.9,92.963,-40.8,1.262,5076.2,yes
26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,71,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
32,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,459,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
49,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,tue,354,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
39,technician,married,high.school,no,no,no,cellular,aug,mon,225,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,fri,144,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
52,retired,divorced,professional.course,no,no,no,cellular,jul,tue,867,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
57,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,1441,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
38,housemaid,married,university.degree,no,no,no,telephone,jun,mon,100,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31,admin.,married,high.school,no,no,no,cellular,may,thu,172,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
57,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,42,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
42,self-employed,married,professional.course,unknown,unknown,unknown,cellular,may,fri,665,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
32,admin.,married,high.school,no,yes,no,cellular,jul,wed,154,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,97,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,entrepreneur,married,high.school,no,yes,no,cellular,nov,thu,356,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
40,management,married,unknown,no,yes,no,telephone,jun,fri,170,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,570,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
44,admin.,married,university.degree,no,yes,no,telephone,jun,thu,351,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
46,entrepreneur,married,unknown,unknown,yes,no,telephone,jun,fri,86,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
47,admin.,married,basic.6y,unknown,yes,no,cellular,apr,thu,399,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
44,management,married,basic.6y,no,yes,yes,cellular,mar,thu,218,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no
39,admin.,married,high.school,no,no,no,cellular,nov,wed,138,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
38,technician,married,professional.course,no,yes,yes,cellular,mar,thu,63,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,yes
59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
49,management,divorced,university.degree,no,yes,yes,cellular,aug,tue,138,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no
51,admin.,married,university.degree,no,no,no,telephone,jun,mon,295,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no
55,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,303,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
49,technician,divorced,high.school,no,yes,no,cellular,jul,thu,1171,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
44,admin.,married,basic.4y,unknown,yes,no,cellular,aug,tue,222,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29,blue-collar,single,high.school,no,yes,yes,cellular,may,wed,146,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
49,blue-collar,married,unknown,no,no,no,telephone,may,tue,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
49,technician,married,professional.course,no,no,no,telephone,jun,thu,77,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
45,admin.,divorced,basic.9y,unknown,no,no,cellular,may,thu,270,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
39,blue-collar,married,basic.9y,no,no,no,telephone,nov,thu,281,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,91,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
55,entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,542,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
30,services,single,high.school,no,no,no,cellular,may,mon,111,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
26,management,single,university.degree,unknown,yes,no,cellular,jul,wed,124,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
37,technician,single,professional.course,no,yes,no,cellular,nov,fri,347,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
29,self-employed,married,basic.6y,unknown,yes,no,telephone,may,tue,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
