datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2012-02-02 11:00:00,1,0,1,3,16.4,20.455,82,16.9979,6,99,105
2012-02-02 12:00:00,1,0,1,1,17.22,21.21,82,0,8,140,148
2012-02-02 13:00:00,1,0,1,2,17.22,21.21,77,0,13,124,137
2012-02-02 14:00:00,1,0,1,1,16.4,20.455,76,7.0015,12,129,141
2012-02-02 15:00:00,1,0,1,1,18.86,22.725,67,11.0014,24,150,174
2012-02-02 16:00:00,1,0,1,1,18.86,22.725,55,19.0012,18,211,229
2012-02-02 17:00:00,1,0,1,1,17.22,21.21,54,32.9975,13,437,450
2012-02-02 18:00:00,1,0,1,1,16.4,20.455,43,31.0009,17,393,410
2012-02-02 19:00:00,1,0,1,1,15.58,19.695,43,35.0008,16,311,327
2012-02-02 20:00:00,1,0,1,1,14.76,15.91,46,35.0008,9,204,213
2012-02-02 21:00:00,1,0,1,1,13.94,15.15,46,27.9993,4,144,148
2012-02-02 22:00:00,1,0,1,1,13.12,14.395,49,27.9993,3,106,109
2012-02-02 23:00:00,1,0,1,1,13.12,15.15,49,16.9979,0,61,61
2012-02-03 00:00:00,1,0,1,1,13.12,14.395,53,26.0027,1,37,38
2012-02-03 01:00:00,1,0,1,1,12.3,13.635,56,22.0028,3,19,22
2012-02-03 02:00:00,1,0,1,1,12.3,14.395,52,15.0013,0,6,6
2012-02-03 03:00:00,1,0,1,1,11.48,12.88,56,19.9995,0,4,4
2012-02-03 04:00:00,1,0,1,1,10.66,12.88,60,15.0013,0,2,2
2012-02-03 05:00:00,1,0,1,1,10.66,12.88,60,15.0013,0,17,17
2012-02-03 06:00:00,1,0,1,1,9.84,12.12,65,11.0014,0,88,88
2012-02-03 07:00:00,1,0,1,1,9.84,11.365,65,15.0013,10,216,226
2012-02-03 08:00:00,1,0,1,1,9.84,11.365,65,15.0013,12,429,441
2012-02-03 09:00:00,1,0,1,1,9.84,11.365,65,12.998,18,252,270
2012-02-03 10:00:00,1,0,1,1,11.48,12.88,56,19.0012,15,114,129
2012-02-03 11:00:00,1,0,1,1,13.12,15.15,53,19.9995,15,149,164
2012-02-03 12:00:00,1,0,1,1,13.94,16.665,46,8.9981,25,191,216
2012-02-03 13:00:00,1,0,1,1,14.76,18.18,46,0,25,173,198
2012-02-03 14:00:00,1,0,1,1,14.76,17.425,46,15.0013,22,148,170
2012-02-03 15:00:00,1,0,1,1,15.58,19.695,40,0,48,168,216
2012-02-03 16:00:00,1,0,1,1,16.4,20.455,37,7.0015,36,275,311
2012-02-03 17:00:00,1,0,1,1,16.4,20.455,37,6.0032,30,458,488
2012-02-03 18:00:00,1,0,1,1,15.58,19.695,40,8.9981,17,368,385
2012-02-03 19:00:00,1,0,1,1,13.94,17.425,49,7.0015,11,256,267
2012-02-03 20:00:00,1,0,1,1,13.94,17.425,49,7.0015,8,155,163
2012-02-03 21:00:00,1,0,1,1,13.94,17.425,49,7.0015,8,126,134
2012-02-03 22:00:00,1,0,1,1,13.94,17.425,49,7.0015,3,116,119
2012-02-03 23:00:00,1,0,1,1,10.66,13.635,70,7.0015,3,74,77
2012-02-04 00:00:00,1,0,0,1,10.66,13.635,70,7.0015,10,76,86
2012-02-04 01:00:00,1,0,0,1,10.66,13.635,70,7.0015,0,43,43
2012-02-04 02:00:00,1,0,0,1,9.84,12.88,70,6.0032,6,38,44
2012-02-04 03:00:00,1,0,0,1,9.84,14.395,75,0,1,17,18
2012-02-04 04:00:00,1,0,0,1,9.84,12.88,81,6.0032,1,5,6
2012-02-04 05:00:00,1,0,0,1,9.84,12.88,81,6.0032,1,3,4
2012-02-04 06:00:00,1,0,0,1,9.02,11.365,87,8.9981,1,4,5
2012-02-04 07:00:00,1,0,0,2,9.84,12.12,87,8.9981,1,27,28
2012-02-04 08:00:00,1,0,0,1,9.84,14.395,87,0,4,86,90
2012-02-04 09:00:00,1,0,0,1,9.84,12.12,81,8.9981,16,141,157
2012-02-04 10:00:00,1,0,0,1,9.84,12.88,87,7.0015,31,193,224
2012-02-04 11:00:00,1,0,0,1,12.3,16.665,70,0,46,224,270
2012-02-04 12:00:00,1,0,0,2,12.3,15.91,70,6.0032,40,260,300
2012-02-04 13:00:00,1,0,0,2,12.3,14.395,70,12.998,58,244,302
2012-02-04 14:00:00,1,0,0,2,13.12,15.15,66,15.0013,47,229,276
2012-02-04 15:00:00,1,0,0,2,13.12,15.15,66,15.0013,61,244,305
2012-02-04 16:00:00,1,0,0,2,13.94,16.665,61,11.0014,20,123,143
2012-02-04 17:00:00,1,0,0,3,12.3,14.395,70,12.998,13,54,67
2012-02-04 18:00:00,1,0,0,3,11.48,13.635,75,11.0014,6,58,64
2012-02-04 19:00:00,1,0,0,3,10.66,13.635,87,8.9981,5,75,80
2012-02-04 20:00:00,1,0,0,3,9.84,11.365,93,12.998,4,73,77
2012-02-04 21:00:00,1,0,0,3,9.84,12.12,93,8.9981,4,74,78
2012-02-04 22:00:00,1,0,0,2,9.84,12.88,87,6.0032,4,91,95
2012-02-04 23:00:00,1,0,0,2,9.84,12.12,87,8.9981,4,66,70
2012-02-05 00:00:00,1,0,0,2,9.84,12.12,87,8.9981,3,58,61
2012-02-05 01:00:00,1,0,0,2,9.84,12.88,93,7.0015,5,46,51
2012-02-05 02:00:00,1,0,0,2,9.84,12.88,93,7.0015,4,59,63
2012-02-05 03:00:00,1,0,0,3,9.84,12.88,87,6.0032,4,13,17
2012-02-05 04:00:00,1,0,0,2,9.84,12.12,87,8.9981,0,9,9
2012-02-05 05:00:00,1,0,0,3,10.66,12.88,81,12.998,0,4,4
2012-02-05 06:00:00,1,0,0,2,10.66,12.12,70,16.9979,0,4,4
2012-02-05 07:00:00,1,0,0,2,9.84,12.12,75,11.0014,0,16,16
2012-02-05 08:00:00,1,0,0,2,9.84,12.12,75,11.0014,4,58,62
2012-02-05 09:00:00,1,0,0,2,9.84,11.365,70,15.0013,9,83,92
2012-02-05 10:00:00,1,0,0,2,10.66,12.12,65,19.0012,10,138,148
2012-02-05 11:00:00,1,0,0,2,10.66,12.88,70,12.998,22,160,182
2012-02-05 12:00:00,1,0,0,2,10.66,12.88,65,12.998,25,223,248
2012-02-05 13:00:00,1,0,0,2,11.48,13.635,61,11.0014,33,241,274
2012-02-05 14:00:00,1,0,0,1,12.3,15.15,61,11.0014,40,203,243
2012-02-05 15:00:00,1,0,0,2,12.3,14.395,56,16.9979,55,217,272
2012-02-05 16:00:00,1,0,0,1,12.3,14.395,56,15.0013,35,261,296
2012-02-05 17:00:00,1,0,0,1,13.12,15.91,53,11.0014,31,275,306
2012-02-05 18:00:00,1,0,0,1,12.3,14.395,52,16.9979,10,171,181
2012-02-05 19:00:00,1,0,0,1,12.3,14.395,52,15.0013,6,63,69
2012-02-05 20:00:00,1,0,0,1,11.48,13.635,56,12.998,3,47,50
2012-02-05 21:00:00,1,0,0,1,11.48,14.395,56,7.0015,6,60,66
2012-02-05 22:00:00,1,0,0,1,10.66,13.635,60,7.0015,9,182,191
2012-02-05 23:00:00,1,0,0,1,9.84,12.12,70,8.9981,4,38,42
2012-02-06 00:00:00,1,0,1,1,9.84,12.12,65,8.9981,7,14,21
2012-02-06 01:00:00,1,0,1,1,9.02,12.88,75,6.0032,0,6,6
2012-02-06 02:00:00,1,0,1,1,9.02,13.635,75,0,0,3,3
2012-02-06 04:00:00,1,0,1,1,7.38,10.605,80,7.0015,0,2,2
2012-02-06 05:00:00,1,0,1,1,7.38,10.605,80,7.0015,0,17,17
2012-02-06 06:00:00,1,0,1,1,6.56,9.09,86,7.0015,0,72,72
2012-02-06 07:00:00,1,0,1,1,6.56,9.09,86,7.0015,5,229,234
2012-02-06 08:00:00,1,0,1,1,6.56,9.09,86,8.9981,10,434,444
2012-02-06 09:00:00,1,0,1,1,7.38,10.605,80,7.0015,8,269,277
2012-02-06 10:00:00,1,0,1,1,9.02,12.12,75,7.0015,20,96,116
2012-02-06 11:00:00,1,0,1,1,10.66,13.635,70,8.9981,12,104,116
2012-02-06 12:00:00,1,0,1,1,13.12,15.91,61,11.0014,19,131,150
2012-02-06 13:00:00,1,0,1,1,15.58,19.695,40,15.0013,17,124,141
2012-02-06 14:00:00,1,0,1,1,16.4,20.455,35,11.0014,14,126,140
2012-02-06 15:00:00,1,0,1,1,17.22,21.21,32,19.0012,25,146,171
2012-02-06 16:00:00,1,0,1,1,16.4,20.455,43,16.9979,13,215,228
2012-02-06 17:00:00,1,0,1,1,16.4,20.455,43,16.9979,13,417,430
2012-02-06 18:00:00,1,0,1,1,15.58,19.695,43,15.0013,11,426,437
2012-02-06 19:00:00,1,0,1,1,14.76,16.665,43,16.9979,7,284,291
2012-02-06 20:00:00,1,0,1,1,13.94,16.665,46,11.0014,7,194,201
2012-02-06 21:00:00,1,0,1,1,13.12,15.91,57,11.0014,11,143,154
2012-02-06 22:00:00,1,0,1,1,12.3,15.15,65,8.9981,4,83,87
2012-02-06 23:00:00,1,0,1,1,12.3,15.15,65,8.9981,3,43,46
2012-02-07 00:00:00,1,0,1,1,12.3,14.395,70,12.998,1,22,23
2012-02-07 01:00:00,1,0,1,1,11.48,14.395,61,8.9981,8,6,14
2012-02-07 02:00:00,1,0,1,1,12.3,16.665,61,0,0,4,4
2012-02-07 03:00:00,1,0,1,2,12.3,16.665,70,0,1,1,2
2012-02-07 04:00:00,1,0,1,2,12.3,16.665,70,0,0,3,3
2012-02-07 05:00:00,1,0,1,1,13.12,16.665,49,6.0032,0,15,15
2012-02-07 06:00:00,1,0,1,1,13.12,15.15,45,19.9995,2,98,100
2012-02-07 07:00:00,1,0,1,1,13.12,17.425,45,0,6,293,299
2012-02-07 08:00:00,1,0,1,1,12.3,15.91,49,0,7,522,529
2012-02-07 09:00:00,1,0,1,1,13.12,16.665,49,0,11,278,289
2012-02-07 10:00:00,1,0,1,1,13.94,16.665,46,11.0014,12,104,116
2012-02-07 11:00:00,1,0,1,1,14.76,17.425,46,12.998,9,120,129
2012-02-07 12:00:00,1,0,1,1,16.4,20.455,40,22.0028,9,163,172
2012-02-07 13:00:00,1,0,1,1,18.04,21.97,38,16.9979,15,169,184
2012-02-07 14:00:00,1,0,1,1,18.04,21.97,38,16.9979,11,127,138
2012-02-07 15:00:00,1,0,1,1,18.04,21.97,38,12.998,13,133,146
2012-02-07 16:00:00,1,0,1,1,18.04,21.97,35,16.9979,19,257,276
2012-02-07 17:00:00,1,0,1,1,18.04,21.97,35,12.998,15,494,509
2012-02-07 18:00:00,1,0,1,1,17.22,21.21,38,12.998,10,508,518
2012-02-07 19:00:00,1,0,1,1,15.58,19.695,43,15.0013,11,327,338
2012-02-07 20:00:00,1,0,1,1,14.76,17.425,50,8.9981,6,206,212
2012-02-07 21:00:00,1,0,1,1,13.94,17.425,61,7.0015,20,170,190
2012-02-07 22:00:00,1,0,1,1,13.12,15.91,57,12.998,11,107,118
2012-02-07 23:00:00,1,0,1,1,13.12,16.665,57,8.9981,2,49,51
2012-02-08 00:00:00,1,0,1,1,12.3,14.395,56,15.0013,2,21,23
2012-02-08 01:00:00,1,0,1,1,11.48,13.635,61,11.0014,1,9,10
2012-02-08 02:00:00,1,0,1,1,10.66,15.15,65,0,0,1,1
2012-02-08 03:00:00,1,0,1,1,10.66,15.15,65,0,0,1,1
2012-02-08 04:00:00,1,0,1,1,9.84,12.88,70,6.0032,0,1,1
2012-02-08 05:00:00,1,0,1,1,9.84,12.88,70,6.0032,0,20,20
2012-02-08 06:00:00,1,0,1,2,9.84,14.395,70,0,3,95,98
2012-02-08 07:00:00,1,0,1,2,9.84,12.88,70,7.0015,5,276,281
2012-02-08 08:00:00,1,0,1,2,9.84,11.365,70,15.0013,13,495,508
2012-02-08 09:00:00,1,0,1,2,9.84,12.88,70,11.0014,8,245,253
2012-02-08 10:00:00,1,0,1,2,10.66,12.88,70,15.0013,1,107,108
2012-02-08 11:00:00,1,0,1,2,10.66,12.88,65,15.0013,5,97,102
2012-02-08 12:00:00,1,0,1,2,11.48,12.88,65,19.0012,14,124,138
2012-02-08 13:00:00,1,0,1,2,11.48,14.395,61,7.0015,15,111,126
2012-02-08 14:00:00,1,0,1,2,12.3,15.15,56,11.0014,8,100,108
2012-02-08 15:00:00,1,0,1,3,12.3,15.91,61,7.0015,5,49,54
2012-02-08 16:00:00,1,0,1,3,10.66,13.635,81,7.0015,2,73,75
2012-02-08 17:00:00,1,0,1,3,9.84,12.88,87,7.0015,8,147,155
2012-02-08 18:00:00,1,0,1,3,9.84,12.88,87,7.0015,4,163,167
2012-02-08 19:00:00,1,0,1,3,9.84,12.88,87,7.0015,3,158,161
2012-02-08 20:00:00,1,0,1,3,9.84,12.12,87,8.9981,3,122,125
2012-02-08 21:00:00,1,0,1,3,9.84,11.365,87,12.998,3,126,129
2012-02-08 22:00:00,1,0,1,2,9.84,12.12,87,8.9981,3,95,98
2012-02-08 23:00:00,1,0,1,2,9.84,12.12,87,11.0014,3,57,60
2012-02-09 00:00:00,1,0,1,2,9.84,12.12,87,11.0014,3,23,26
2012-02-09 01:00:00,1,0,1,2,9.84,12.12,87,8.9981,2,10,12
2012-02-09 02:00:00,1,0,1,1,9.02,11.365,80,8.9981,0,2,2
2012-02-09 03:00:00,1,0,1,1,9.02,10.605,80,19.0012,0,4,4
2012-02-09 04:00:00,1,0,1,2,9.02,9.85,75,30.0026,0,1,1
2012-02-09 05:00:00,1,0,1,1,8.2,9.09,75,19.0012,0,18,18
2012-02-09 06:00:00,1,0,1,1,8.2,9.09,75,19.0012,1,75,76
2012-02-09 07:00:00,1,0,1,1,8.2,9.85,69,16.9979,4,263,267
2012-02-09 08:00:00,1,0,1,1,8.2,9.85,64,16.9979,11,473,484
2012-02-09 09:00:00,1,0,1,1,8.2,9.85,59,15.0013,9,229,238
2012-02-09 10:00:00,1,0,1,1,9.02,10.605,51,15.0013,7,90,97
2012-02-09 11:00:00,1,0,1,1,9.84,11.365,52,15.0013,4,95,99
2012-02-09 12:00:00,1,0,1,1,10.66,11.365,48,22.0028,10,148,158
2012-02-09 13:00:00,1,0,1,1,12.3,13.635,42,22.0028,10,144,154
2012-02-09 14:00:00,1,0,1,1,13.12,15.15,39,19.9995,18,126,144
2012-02-09 15:00:00,1,0,1,1,13.12,15.15,36,19.9995,14,120,134
2012-02-09 16:00:00,1,0,1,1,13.94,16.665,36,0,15,223,238
2012-02-09 17:00:00,1,0,1,1,13.94,16.665,34,8.9981,12,387,399
2012-02-09 18:00:00,1,0,1,1,13.94,16.665,31,11.0014,13,404,417
2012-02-09 19:00:00,1,0,1,1,13.12,16.665,33,7.0015,8,287,295
2012-02-09 20:00:00,1,0,1,1,13.12,17.425,36,0,2,197,199
2012-02-09 21:00:00,1,0,1,1,12.3,15.91,52,6.0032,8,169,177
2012-02-09 22:00:00,1,0,1,2,12.3,16.665,56,0,3,104,107
2012-02-09 23:00:00,1,0,1,2,12.3,16.665,52,0,9,75,84
2012-02-10 00:00:00,1,0,1,2,11.48,15.15,65,6.0032,4,39,43
2012-02-10 01:00:00,1,0,1,2,11.48,15.15,61,6.0032,2,11,13
2012-02-10 02:00:00,1,0,1,1,10.66,14.395,52,6.0032,7,9,16
2012-02-10 03:00:00,1,0,1,1,10.66,14.395,56,6.0032,0,5,5
2012-02-10 04:00:00,1,0,1,1,10.66,14.395,56,6.0032,0,2,2
2012-02-10 05:00:00,1,0,1,1,9.84,11.365,52,15.0013,0,17,17
2012-02-10 06:00:00,1,0,1,1,8.2,9.85,59,12.998,3,61,64
2012-02-10 07:00:00,1,0,1,1,8.2,10.605,59,11.0014,5,225,230
2012-02-10 08:00:00,1,0,1,1,8.2,10.605,59,11.0014,1,447,448
2012-02-10 09:00:00,1,0,1,1,9.02,11.365,55,11.0014,10,265,275
2012-02-10 10:00:00,1,0,1,2,10.66,13.635,48,8.9981,5,119,124
2012-02-10 11:00:00,1,0,1,2,11.48,14.395,45,7.0015,19,134,153
2012-02-10 12:00:00,1,0,1,2,12.3,15.15,42,8.9981,8,168,176
2012-02-10 13:00:00,1,0,1,2,12.3,15.91,42,6.0032,22,170,192
2012-02-10 14:00:00,1,0,1,2,13.12,16.665,39,6.0032,8,138,146
2012-02-10 15:00:00,1,0,1,2,13.12,16.665,45,8.9981,27,164,191
2012-02-10 16:00:00,1,0,1,2,13.94,15.91,42,16.9979,28,240,268
2012-02-10 17:00:00,1,0,1,2,13.94,16.665,42,12.998,15,381,396
2012-02-10 18:00:00,1,0,1,3,12.3,15.15,61,8.9981,14,345,359
2012-02-10 19:00:00,1,0,1,2,13.12,17.425,57,0,16,246,262
2012-02-10 20:00:00,1,0,1,2,13.12,17.425,57,0,7,144,151
2012-02-10 21:00:00,1,0,1,2,13.12,16.665,66,6.0032,14,108,122
2012-02-10 22:00:00,1,0,1,2,13.12,17.425,66,0,11,102,113
2012-02-10 23:00:00,1,0,1,2,12.3,15.91,70,6.0032,1,64,65
2012-02-11 00:00:00,1,0,0,2,12.3,15.15,70,8.9981,3,50,53
2012-02-11 01:00:00,1,0,0,3,11.48,14.395,81,8.9981,2,43,45
2012-02-11 02:00:00,1,0,0,3,10.66,12.88,81,12.998,2,24,26
2012-02-11 03:00:00,1,0,0,3,9.84,11.365,87,15.0013,0,9,9
2012-02-11 04:00:00,1,0,0,3,9.84,11.365,87,15.0013,0,4,4
2012-02-11 05:00:00,1,0,0,3,9.02,11.365,93,11.0014,0,2,2
2012-02-11 06:00:00,1,0,0,3,9.02,11.365,93,8.9981,1,8,9
2012-02-11 07:00:00,1,0,0,3,9.02,11.365,93,8.9981,0,19,19
2012-02-11 08:00:00,1,0,0,3,9.02,11.365,93,8.9981,1,77,78
2012-02-11 09:00:00,1,0,0,3,9.02,12.12,93,7.0015,5,85,90
2012-02-11 10:00:00,1,0,0,3,9.02,12.12,93,7.0015,23,143,166
2012-02-11 11:00:00,1,0,0,2,9.84,12.88,81,7.0015,26,157,183
2012-02-11 12:00:00,1,0,0,2,10.66,12.88,81,11.0014,25,196,221
2012-02-11 13:00:00,1,0,0,2,10.66,12.12,81,19.0012,18,217,235
2012-02-11 14:00:00,1,0,0,2,10.66,12.12,81,16.9979,38,205,243
2012-02-11 15:00:00,1,0,0,2,12.3,13.635,61,19.9995,12,112,124
2012-02-11 16:00:00,1,0,0,3,9.02,9.85,75,27.9993,12,134,146
2012-02-11 17:00:00,1,0,0,3,9.02,9.09,69,31.0009,13,131,144
2012-02-11 18:00:00,1,0,0,2,9.02,9.09,47,43.9989,3,105,108
2012-02-11 19:00:00,1,0,0,2,8.2,7.575,40,36.9974,2,85,87
2012-02-11 20:00:00,1,0,0,2,6.56,6.06,43,36.9974,1,62,63
2012-02-11 21:00:00,1,0,0,1,5.74,3.79,43,43.0006,5,43,48
2012-02-11 22:00:00,1,0,0,2,5.74,5.305,39,26.0027,0,46,46
2012-02-11 23:00:00,1,0,0,3,4.92,3.79,50,32.9975,0,20,20
2012-02-12 00:00:00,1,0,0,3,4.1,3.79,68,26.0027,0,21,21
2012-02-12 01:00:00,1,0,0,3,3.28,2.275,79,31.0009,0,24,24
2012-02-12 02:00:00,1,0,0,2,4.1,3.03,58,39.0007,1,26,27
2012-02-12 03:00:00,1,0,0,2,4.1,2.275,46,46.0022,0,14,14
2012-02-12 04:00:00,1,0,0,2,4.1,2.275,46,47.9988,0,1,1
2012-02-12 05:00:00,1,0,0,1,4.1,3.79,49,26.0027,0,3,3
2012-02-12 06:00:00,1,0,0,1,4.1,3.79,49,26.0027,0,2,2
2012-02-12 07:00:00,1,0,0,1,3.28,4.545,53,12.998,0,18,18
2012-02-12 08:00:00,1,0,0,1,3.28,3.79,53,16.9979,0,26,26
2012-02-12 09:00:00,1,0,0,1,4.1,4.545,49,19.9995,3,60,63
2012-02-12 10:00:00,1,0,0,1,4.92,5.305,42,23.9994,8,83,91
2012-02-12 11:00:00,1,0,0,1,4.92,5.305,42,19.9995,3,121,124
2012-02-12 12:00:00,1,0,0,1,5.74,3.79,39,43.0006,7,133,140
2012-02-12 13:00:00,1,0,0,1,6.56,6.06,40,30.0026,10,128,138
2012-02-12 14:00:00,1,0,0,1,6.56,6.06,40,35.0008,9,102,111
2012-02-12 15:00:00,1,0,0,1,6.56,6.06,40,36.9974,5,150,155
2012-02-12 16:00:00,1,0,0,1,8.2,8.335,34,31.0009,16,148,164
2012-02-12 17:00:00,1,0,0,1,7.38,7.575,37,27.9993,4,83,87
2012-02-12 18:00:00,1,0,0,1,6.56,6.06,40,31.0009,4,92,96
2012-02-12 19:00:00,1,0,0,1,6.56,6.82,40,19.0012,2,78,80
2012-02-12 20:00:00,1,0,0,1,5.74,6.06,42,22.0028,1,56,57
2012-02-12 21:00:00,1,0,0,1,5.74,6.06,43,19.9995,0,36,36
2012-02-12 22:00:00,1,0,0,1,5.74,7.575,43,11.0014,0,28,28
2012-02-12 23:00:00,1,0,0,1,5.74,6.82,43,15.0013,0,23,23
2012-02-13 00:00:00,1,0,1,1,5.74,6.82,46,15.0013,0,9,9
2012-02-13 01:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,6,6
2012-02-13 02:00:00,1,0,1,1,5.74,6.82,46,12.998,0,4,4
2012-02-13 03:00:00,1,0,1,1,4.92,7.575,54,7.0015,0,1,1
2012-02-13 04:00:00,1,0,1,1,4.92,8.335,54,6.0032,0,2,2
2012-02-13 05:00:00,1,0,1,1,4.1,6.06,58,8.9981,0,17,17
2012-02-13 06:00:00,1,0,1,1,4.1,5.305,54,15.0013,1,71,72
2012-02-13 07:00:00,1,0,1,1,4.1,5.305,54,12.998,1,194,195
2012-02-13 08:00:00,1,0,1,1,4.1,6.06,54,8.9981,4,413,417
2012-02-13 09:00:00,1,0,1,1,4.92,6.82,50,12.998,7,198,205
2012-02-13 10:00:00,1,0,1,1,5.74,7.575,50,8.9981,1,70,71
2012-02-13 11:00:00,1,0,1,1,9.02,11.365,37,12.998,5,85,90
2012-02-13 12:00:00,1,0,1,1,11.48,12.88,28,22.0028,7,111,118
2012-02-13 13:00:00,1,0,1,1,13.12,15.15,22,15.0013,11,129,140
2012-02-13 14:00:00,1,0,1,1,13.94,17.425,23,7.0015,10,125,135
2012-02-13 15:00:00,1,0,1,1,14.76,17.425,27,8.9981,10,145,155
2012-02-13 16:00:00,1,0,1,1,14.76,17.425,23,12.998,5,206,211
2012-02-13 17:00:00,1,0,1,1,14.76,17.425,23,12.998,8,399,407
2012-02-13 18:00:00,1,0,1,1,13.94,15.91,25,16.9979,6,399,405
2012-02-13 19:00:00,1,0,1,1,13.94,16.665,25,8.9981,7,256,263
2012-02-13 20:00:00,1,0,1,1,12.3,15.15,42,11.0014,4,210,214
2012-02-13 21:00:00,1,0,1,1,11.48,14.395,45,8.9981,2,145,147
2012-02-13 22:00:00,1,0,1,1,10.66,13.635,56,7.0015,3,99,102
2012-02-13 23:00:00,1,0,1,1,11.48,15.91,41,0,2,34,36
2012-02-14 00:00:00,1,0,1,2,10.66,15.15,60,0,0,14,14
2012-02-14 01:00:00,1,0,1,2,10.66,15.15,56,0,0,6,6
2012-02-14 02:00:00,1,0,1,2,11.48,15.91,41,0,0,3,3
2012-02-14 03:00:00,1,0,1,2,10.66,15.15,52,0,0,3,3
2012-02-14 04:00:00,1,0,1,2,10.66,13.635,65,7.0015,0,2,2
2012-02-14 05:00:00,1,0,1,2,10.66,13.635,65,7.0015,2,20,22
2012-02-14 06:00:00,1,0,1,2,10.66,15.15,56,0,1,89,90
2012-02-14 07:00:00,1,0,1,2,9.84,12.88,60,6.0032,4,276,280
2012-02-14 08:00:00,1,0,1,2,9.84,14.395,70,0,3,510,513
2012-02-14 09:00:00,1,0,1,2,10.66,14.395,56,6.0032,6,256,262
2012-02-14 10:00:00,1,0,1,2,10.66,13.635,60,8.9981,8,90,98
2012-02-14 11:00:00,1,0,1,2,12.3,15.15,45,11.0014,5,107,112
2012-02-14 12:00:00,1,0,1,2,12.3,14.395,52,15.0013,10,162,172
2012-02-14 13:00:00,1,0,1,2,14.76,16.665,40,16.9979,6,167,173
2012-02-14 14:00:00,1,0,1,1,16.4,20.455,40,15.0013,13,111,124
2012-02-14 15:00:00,1,0,1,2,17.22,21.21,38,30.0026,7,138,145
2012-02-14 16:00:00,1,0,1,1,17.22,21.21,35,19.9995,15,251,266
2012-02-14 17:00:00,1,0,1,1,17.22,21.21,38,23.9994,19,504,523
2012-02-14 18:00:00,1,0,1,2,15.58,19.695,46,19.9995,8,398,406
2012-02-14 19:00:00,1,0,1,2,14.76,17.425,50,11.0014,11,270,281
2012-02-14 20:00:00,1,0,1,2,15.58,19.695,46,8.9981,6,178,184
2012-02-14 21:00:00,1,0,1,2,14.76,18.18,50,7.0015,4,105,109
2012-02-14 22:00:00,1,0,1,2,14.76,18.18,50,7.0015,5,72,77
2012-02-14 23:00:00,1,0,1,2,14.76,18.18,50,6.0032,2,55,57
2012-02-15 00:00:00,1,0,1,1,13.12,17.425,57,0,0,22,22
2012-02-15 01:00:00,1,0,1,1,13.94,18.18,53,0,0,5,5
2012-02-15 02:00:00,1,0,1,1,12.3,16.665,61,0,0,4,4
2012-02-15 03:00:00,1,0,1,1,11.48,15.91,75,0,0,3,3
2012-02-15 04:00:00,1,0,1,1,11.48,14.395,70,7.0015,0,1,1
2012-02-15 05:00:00,1,0,1,1,11.48,14.395,70,7.0015,0,25,25
2012-02-15 06:00:00,1,0,1,1,12.3,15.15,61,8.9981,3,92,95
2012-02-15 07:00:00,1,0,1,2,12.3,14.395,65,12.998,3,318,321
2012-02-15 08:00:00,1,0,1,1,13.12,14.395,61,23.9994,7,508,515
2012-02-15 09:00:00,1,0,1,1,13.12,15.15,61,22.0028,5,226,231
2012-02-15 10:00:00,1,0,1,1,13.94,15.15,57,19.9995,12,108,120
2012-02-15 11:00:00,1,0,1,1,14.76,16.665,53,19.0012,13,125,138
2012-02-15 12:00:00,1,0,1,1,15.58,19.695,46,26.0027,11,152,163
2012-02-15 13:00:00,1,0,1,1,16.4,20.455,43,19.0012,11,159,170
2012-02-15 14:00:00,1,0,1,1,17.22,21.21,41,23.9994,6,128,134
2012-02-15 15:00:00,1,0,1,1,17.22,21.21,41,15.0013,7,164,171
2012-02-15 16:00:00,1,0,1,1,17.22,21.21,38,12.998,9,222,231
2012-02-15 17:00:00,1,0,1,1,17.22,21.21,38,12.998,17,470,487
2012-02-15 18:00:00,1,0,1,1,16.4,20.455,40,15.0013,9,459,468
2012-02-15 19:00:00,1,0,1,1,15.58,19.695,43,11.0014,9,302,311
2012-02-15 20:00:00,1,0,1,1,14.76,17.425,46,11.0014,4,207,211
2012-02-15 21:00:00,1,0,1,1,13.94,16.665,53,11.0014,8,170,178
2012-02-15 22:00:00,1,0,1,1,13.94,17.425,49,7.0015,3,104,107
2012-02-15 23:00:00,1,0,1,1,13.94,17.425,53,6.0032,4,54,58
2012-02-16 00:00:00,1,0,1,2,12.3,15.15,70,8.9981,1,22,23
2012-02-16 01:00:00,1,0,1,2,12.3,16.665,70,0,0,5,5
2012-02-16 02:00:00,1,0,1,2,12.3,15.91,70,6.0032,1,6,7
2012-02-16 03:00:00,1,0,1,2,12.3,16.665,61,0,0,1,1
2012-02-16 04:00:00,1,0,1,3,12.3,15.91,70,6.0032,0,3,3
2012-02-16 05:00:00,1,0,1,2,12.3,16.665,70,0,0,20,20
2012-02-16 06:00:00,1,0,1,2,12.3,15.91,70,6.0032,4,83,87
2012-02-16 07:00:00,1,0,1,2,12.3,15.15,70,8.9981,3,285,288
2012-02-16 08:00:00,1,0,1,2,12.3,15.91,70,6.0032,9,489,498
2012-02-16 09:00:00,1,0,1,2,12.3,15.15,70,11.0014,3,199,202
2012-02-16 10:00:00,1,0,1,3,13.12,16.665,70,8.9981,2,42,44
