policy_id,incident_severity,num_vehicles_involved,num_injuries,num_witnesses,police_report_available,injury_claim,vehicle_claim,total_claim_amount,incident_month,incident_day,incident_dow,incident_hour,fraud,driver_relationship_self,driver_relationship_na,driver_relationship_spouse,driver_relationship_child,driver_relationship_other,incident_type_collision,incident_type_breakin,incident_type_theft,collision_type_front,collision_type_rear,collision_type_side,collision_type_na,authorities_contacted_police,authorities_contacted_none,authorities_contacted_fire,authorities_contacted_ambulance
2657,1.0,2,1,2,0.0,15000,12500,27500,1,15,1,14,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2658,0.0,2,0,0,0.0,0,10000,10000,1,22,1,17,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2659,1.0,3,1,0,1.0,25000,14500,39500,5,30,3,6,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2660,2.0,2,1,0,0.0,3500,26000,29500,1,15,1,15,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2661,0.0,2,0,0,0.0,0,8000,8000,11,19,1,10,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2662,0.0,3,0,0,1.0,0,7000,7000,11,7,3,15,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2663,1.0,2,1,0,1.0,9000,27500,36500,12,18,2,11,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2664,1.0,2,0,1,0.0,0,15500,15500,4,13,5,5,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2665,0.0,1,0,0,0.0,0,10500,10500,4,16,1,10,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2666,0.0,2,0,1,0.0,0,3500,3500,8,8,3,19,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2667,1.0,2,1,0,0.0,25000,15500,40500,10,11,4,21,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2668,0.0,1,0,0,0.0,0,10000,10000,6,21,4,9,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2669,0.0,2,0,2,0.0,0,19000,19000,10,1,1,17,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2670,1.0,1,0,0,0.0,0,25000,25000,5,20,0,11,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2671,2.0,2,1,0,0.0,15000,34500,49500,8,29,3,19,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2672,1.0,1,0,0,1.0,0,23000,23000,1,27,6,8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2673,0.0,1,0,0,0.0,0,9500,9500,1,31,3,9,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2674,1.0,3,0,2,1.0,0,11000,11000,1,23,2,7,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2675,1.0,2,0,0,1.0,0,17000,17000,1,31,3,9,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2676,2.0,2,0,0,0.0,0,33000,33000,1,8,1,5,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2677,2.0,1,1,0,0.0,6500,17000,23500,6,20,3,11,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2678,1.0,2,0,0,0.0,0,11000,11000,4,22,0,21,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2679,1.0,2,0,0,0.0,0,13500,13500,11,28,3,13,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2680,0.0,2,0,0,0.0,0,9500,9500,10,10,3,17,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2681,1.0,3,0,0,1.0,0,20000,20000,5,11,5,15,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2682,0.0,2,0,1,0.0,0,6000,6000,6,14,4,12,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2683,1.0,3,0,3,1.0,0,17500,17500,8,7,2,16,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2684,2.0,2,1,0,1.0,15000,35500,50500,10,28,0,5,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2685,2.0,3,0,4,1.0,0,27000,27000,4,20,5,10,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2686,0.0,2,1,0,0.0,15000,6000,21000,8,12,0,17,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2687,0.0,1,0,0,0.0,0,13000,13000,6,17,0,16,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2688,0.0,1,0,0,0.0,0,11500,11500,1,28,0,20,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2689,1.0,2,0,2,1.0,0,14000,14000,11,6,2,8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2690,0.0,1,0,0,0.0,0,11000,11000,2,16,5,19,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2691,2.0,3,4,0,1.0,12000,28000,40000,8,14,2,20,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2692,0.0,3,0,1,1.0,0,7500,7500,8,21,2,11,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2693,0.0,1,0,0,0.0,0,18000,18000,3,3,6,16,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2694,1.0,2,0,1,0.0,0,11500,11500,10,21,0,14,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2695,2.0,2,1,0,0.0,30000,34500,64500,2,5,1,6,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2696,2.0,3,1,3,1.0,11500,34000,45500,2,1,4,7,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2697,1.0,3,4,2,1.0,23000,18500,41500,2,1,4,4,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2698,2.0,2,0,0,0.0,0,27500,27500,12,2,0,16,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2699,0.0,1,0,0,0.0,0,12000,12000,6,19,2,20,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2700,1.0,2,3,0,1.0,19000,16500,35500,3,23,5,16,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2701,1.0,2,0,0,0.0,0,16500,16500,2,26,1,10,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2702,1.0,2,0,1,1.0,0,13500,13500,11,9,5,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2703,1.0,4,4,3,1.0,18500,21500,40000,9,17,1,13,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2704,0.0,2,0,0,0.0,0,7000,7000,3,23,5,12,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2705,1.0,2,0,1,1.0,0,18500,18500,1,24,3,19,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2706,1.0,2,0,1,1.0,0,18000,18000,9,6,4,9,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2707,1.0,3,0,1,1.0,0,15500,15500,6,25,1,12,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2708,1.0,3,0,2,1.0,0,15000,15000,11,2,5,15,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2709,2.0,3,0,2,1.0,0,40500,40500,6,24,0,5,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2710,2.0,3,0,0,1.0,0,30500,30500,5,18,5,11,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2711,2.0,1,0,0,0.0,0,34500,34500,12,2,0,5,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2712,2.0,2,1,2,1.0,10000,41000,51000,9,26,3,16,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2713,0.0,2,1,1,0.0,7500,10500,18000,4,23,1,12,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2714,0.0,3,0,3,1.0,0,8500,8500,2,12,1,17,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2715,1.0,3,4,4,1.0,2500,11500,14000,8,12,0,6,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2716,0.0,2,0,1,0.0,0,10500,10500,12,6,4,8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2717,0.0,2,0,0,0.0,0,4500,4500,2,28,3,16,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2718,0.0,2,0,0,0.0,0,9500,9500,8,19,0,17,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2719,1.0,2,0,0,1.0,0,15000,15000,9,16,0,10,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2720,0.0,2,0,0,0.0,0,11500,11500,5,13,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2721,1.0,2,0,0,1.0,0,12000,12000,1,12,5,7,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2722,0.0,2,0,0,0.0,0,13000,13000,10,24,3,4,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2723,2.0,4,2,1,1.0,103000,34000,137000,7,9,1,16,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2724,1.0,1,0,0,0.0,0,16000,16000,12,8,6,18,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2725,1.0,1,0,0,0.0,0,16500,16500,10,31,3,6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2726,2.0,3,1,0,1.0,3500,39000,42500,1,31,3,8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2727,1.0,2,1,1,0.0,500,12000,12500,12,5,3,7,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2728,0.0,1,0,0,0.0,0,9000,9000,4,14,6,11,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2729,1.0,1,1,0,0.0,10000,16000,26000,11,15,4,11,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2730,0.0,1,0,0,0.0,0,5500,5500,9,3,1,20,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2731,2.0,3,1,0,1.0,25000,23000,48000,7,26,4,18,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2732,1.0,2,0,0,0.0,0,15500,15500,11,11,0,7,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2733,2.0,3,1,3,1.0,12500,30500,43000,12,31,1,2,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2734,1.0,3,0,0,1.0,0,2000,2000,11,1,4,5,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2735,0.0,1,0,0,0.0,0,9000,9000,10,4,4,5,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2736,0.0,2,0,3,0.0,0,13500,13500,12,3,1,8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2737,0.0,1,0,0,0.0,0,11000,11000,3,19,1,12,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2738,0.0,1,0,0,0.0,0,7000,7000,1,26,5,11,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2739,2.0,2,1,0,1.0,30000,30500,60500,9,27,4,14,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2740,1.0,2,0,1,0.0,0,15000,15000,11,13,2,22,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2741,0.0,2,0,1,0.0,0,13000,13000,5,25,5,8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2742,1.0,2,1,0,0.0,1500,14500,16000,3,1,4,10,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2743,0.0,2,0,1,0.0,0,12000,12000,1,21,0,10,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2744,1.0,4,0,1,1.0,0,19500,19500,9,3,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2745,0.0,2,0,0,0.0,0,5000,5000,3,12,1,23,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2746,2.0,4,2,3,1.0,50000,32500,82500,9,13,4,7,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2747,1.0,1,0,0,0.0,0,20500,20500,10,29,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2748,2.0,3,0,1,1.0,0,26500,26500,1,11,4,18,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2749,0.0,3,0,2,1.0,0,8500,8500,11,4,0,8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2750,2.0,3,4,3,1.0,12500,30500,43000,9,24,1,17,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2751,1.0,2,0,2,1.0,0,10500,10500,10,30,2,9,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2752,0.0,2,0,0,0.0,0,15500,15500,5,7,1,9,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2753,0.0,2,0,0,0.0,0,9500,9500,12,12,3,21,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2754,0.0,1,0,0,0.0,0,12000,12000,11,21,3,10,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2755,2.0,2,0,1,0.0,0,27500,27500,7,7,6,11,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2756,0.0,1,0,0,0.0,0,7000,7000,8,23,4,8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2757,1.0,2,3,0,0.0,38000,15000,53000,8,17,5,14,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2758,2.0,3,1,4,1.0,30000,46000,76000,12,29,6,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2759,0.0,1,0,0,0.0,0,6000,6000,11,28,3,11,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2760,0.0,1,0,0,0.0,0,8500,8500,9,16,0,13,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2761,1.0,2,0,1,0.0,0,14500,14500,6,18,1,15,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2762,1.0,2,0,1,1.0,0,16500,16500,9,16,0,11,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2763,1.0,1,0,0,0.0,0,5500,5500,2,28,3,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2764,0.0,3,0,1,1.0,0,16500,16500,7,15,0,9,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2765,0.0,1,0,0,0.0,0,2500,2500,1,17,3,7,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2766,0.0,2,0,0,0.0,0,5000,5000,2,26,1,22,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2767,1.0,1,0,0,0.0,0,12500,12500,8,15,3,12,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2768,2.0,2,1,0,0.0,9000,43000,52000,9,28,5,14,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2769,2.0,2,1,0,0.0,23500,30000,53500,7,26,4,21,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2770,1.0,1,0,0,0.0,0,19500,19500,1,11,4,21,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2771,1.0,2,1,0,1.0,15000,13500,28500,5,4,5,2,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2772,1.0,2,0,0,0.0,0,12500,12500,7,24,2,12,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2773,1.0,2,0,1,1.0,0,12000,12000,11,19,1,8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2774,1.0,1,0,0,0.0,0,21000,21000,11,8,4,12,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2775,0.0,2,0,0,0.0,0,13500,13500,2,25,0,14,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2776,1.0,1,0,0,0.0,0,10000,10000,11,11,0,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2777,0.0,1,0,0,0.0,0,3000,3000,7,2,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2778,1.0,2,1,0,0.0,8500,13500,22000,11,12,1,20,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2779,1.0,2,0,0,0.0,0,17000,17000,9,4,2,14,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2780,1.0,3,0,0,1.0,0,19500,19500,5,18,5,18,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2781,1.0,3,1,2,1.0,39000,16500,55500,2,15,4,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2782,0.0,1,0,0,0.0,0,21000,21000,1,24,3,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2783,0.0,1,0,0,0.0,0,16500,16500,6,16,6,17,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2784,1.0,1,0,0,0.0,0,18500,18500,3,5,1,6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2785,2.0,3,1,3,1.0,9500,30000,39500,4,5,4,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2786,2.0,2,1,0,1.0,12500,20500,33000,12,15,6,16,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2787,2.0,3,3,1,1.0,11500,25000,36500,7,17,2,15,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2788,0.0,1,0,0,0.0,0,1000,1000,2,27,2,8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2789,1.0,3,1,2,1.0,25000,19000,44000,1,20,6,11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2790,0.0,2,0,0,1.0,0,18500,18500,10,28,0,11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2791,1.0,3,0,3,1.0,0,11000,11000,8,18,6,11,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2792,0.0,2,0,2,1.0,0,15500,15500,8,18,6,5,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2793,1.0,2,0,0,0.0,0,21500,21500,6,10,0,20,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2794,0.0,2,0,0,1.0,0,14000,14000,2,19,1,16,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
