,policy_id,driver_relationship_child,policy_state_nv,authorities_contacted_fire,collision_type_front,incident_day,policy_deductable,num_vehicles_involved,num_claims_past_year,policy_state_wa,policy_state_id,policy_liability,incident_type_collision,collision_type_side,customer_gender_female,authorities_contacted_ambulance,driver_relationship_na,num_insurers_past_5_years,policy_state_az,incident_type_theft,authorities_contacted_police,policy_state_ca,num_injuries,incident_month,customer_age,authorities_contacted_none,num_witnesses,total_claim_amount,policy_annual_premium,customer_gender_male,months_as_customer,driver_relationship_spouse,vehicle_claim,policy_state_or,police_report_available,incident_dow,fraud,injury_claim,incident_severity,incident_type_breakin,collision_type_rear,incident_hour,driver_relationship_self,driver_relationship_other,auto_year,customer_education,collision_type_na
10533,1233,0,0,0,0,9,750,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,2,9,44,0,0,33500.0,2850,1,122,0,16500.0,0,1,0,0,17000.0,1,0,0,6,1,0,2016,3,0
10534,1235,0,0,0,1,21,750,4,0,0,0,2,1,0,1,0,0,1,0,0,1,1,4,6,49,0,1,39000.0,3000,0,122,0,29000.0,0,1,4,0,10000.0,2,0,0,20,1,0,2015,4,0
10535,4677,0,0,0,1,10,750,2,0,0,0,1,1,0,0,0,0,4,0,0,1,1,0,10,20,0,1,10000.0,3000,0,13,0,10000.0,0,0,3,0,0.0,0,0,0,18,1,0,2011,1,0
10536,3028,0,1,0,0,7,750,3,0,0,0,2,1,1,1,0,0,1,0,0,1,0,0,1,45,0,1,11500.0,3000,0,144,0,11500.0,0,1,0,0,0.0,1,0,0,19,1,0,2017,3,0
10537,4680,0,0,0,1,23,750,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,57,1,0,14500.0,2550,1,100,0,14500.0,0,0,1,0,0.0,0,0,0,11,1,0,2016,1,0
10538,1252,0,0,0,1,20,750,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,4,6,41,0,2,49000.0,3000,1,124,0,19000.0,0,1,3,0,30000.0,2,0,0,11,1,0,2010,1,0
10539,4684,0,0,0,1,8,750,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,5,40,0,2,24500.0,2800,1,131,0,24500.0,0,1,2,0,0.0,1,0,0,14,1,0,2013,2,0
10540,3044,0,0,0,0,14,750,4,0,0,0,1,1,1,0,0,0,1,0,0,1,1,2,3,71,0,4,43000.0,3000,1,125,0,31500.0,0,1,3,0,11500.0,2,0,0,0,1,0,2017,3,0
10541,1262,0,0,0,0,25,750,3,0,0,1,2,1,0,1,0,0,1,0,0,1,0,4,2,62,0,1,62500.0,3000,0,183,0,35500.0,0,1,0,0,27000.0,2,0,1,15,1,0,2018,0,0
10542,1263,0,0,0,1,15,750,2,0,1,0,1,1,0,0,0,0,3,0,0,1,0,0,1,28,0,0,15000.0,3000,1,22,0,15000.0,0,0,1,0,0.0,1,0,0,0,1,0,2010,1,0
10543,3048,0,0,0,0,15,750,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9,37,1,0,7500.0,3000,1,41,0,7500.0,0,0,6,0,0.0,0,1,0,19,0,0,2018,3,1
10544,3058,0,0,0,0,10,750,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,11,69,0,0,7500.0,2650,0,64,0,7500.0,0,0,6,0,0.0,0,1,0,7,0,0,2013,1,1
10545,1280,0,0,0,0,31,750,3,0,0,0,0,1,0,1,0,0,3,0,0,1,1,0,8,28,0,2,15000.0,3000,0,42,1,15000.0,0,1,5,0,0.0,1,0,1,14,0,0,2016,3,0
10546,3065,0,0,0,0,7,750,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,11,44,0,0,17000.0,2750,0,56,0,17000.0,0,0,3,0,0.0,0,1,0,7,0,0,2019,3,1
10547,4717,0,0,0,1,9,750,3,0,0,0,0,1,0,0,0,0,5,0,0,1,1,0,6,50,0,2,13000.0,3000,1,21,0,13000.0,0,1,6,0,0.0,0,0,0,7,1,0,2017,3,0
10548,1295,0,0,0,1,31,750,3,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,10,37,0,1,6500.0,2250,0,38,0,6500.0,0,1,3,0,0.0,1,0,0,10,1,0,2003,1,0
10549,4754,0,0,0,1,27,750,3,0,0,0,2,1,0,1,0,0,3,0,0,1,1,1,6,22,0,3,57000.0,3000,0,30,1,32000.0,0,1,3,0,25000.0,2,0,0,12,0,0,2020,3,0
10550,1323,0,0,0,0,11,750,2,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,8,27,1,0,17000.0,3000,0,85,0,17000.0,0,0,6,1,0.0,0,0,0,8,1,0,2018,1,0
10551,1338,0,0,0,1,10,750,3,0,0,0,2,1,0,0,0,0,1,0,0,1,1,4,10,68,0,3,19500.0,2900,0,165,0,9500.0,0,1,3,0,10000.0,1,0,0,12,1,0,2018,3,0
10552,3103,0,0,0,0,14,750,3,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,11,26,0,0,18500.0,3000,1,43,1,18500.0,0,1,3,0,0.0,0,0,0,7,0,0,2017,2,0
10553,4774,0,0,0,1,30,750,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,3,8,33,0,3,46500.0,3000,1,101,0,16500.0,0,1,4,0,30000.0,2,0,0,19,1,0,2018,4,0
10554,3116,0,0,0,0,30,750,4,0,0,0,2,1,1,0,0,0,1,0,0,1,1,0,11,68,0,2,10000.0,3000,1,154,0,10000.0,0,1,5,0,0.0,1,0,0,6,1,0,2017,2,0
10555,1357,0,0,0,1,26,750,2,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,4,55,1,0,18000.0,2900,1,165,0,7000.0,0,0,4,0,11000.0,0,0,0,17,1,0,2019,1,0
10556,4793,0,0,1,1,23,750,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,4,32,0,2,34500.0,2950,0,141,1,25500.0,0,0,1,0,9000.0,2,0,0,10,0,0,2014,3,0
10557,3125,0,1,0,0,8,750,3,0,0,0,1,1,1,0,0,0,1,0,0,1,0,4,5,68,0,1,21000.0,2500,0,150,0,10000.0,0,1,2,0,11000.0,1,0,0,8,1,0,2015,4,0
10558,3130,0,1,0,1,3,750,2,0,0,0,3,1,0,0,0,0,5,0,0,1,0,0,4,25,0,0,17000.0,2900,0,16,0,17000.0,0,1,2,0,0.0,0,0,0,21,1,0,2013,3,0
10559,1379,0,0,1,1,2,750,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,4,5,35,0,2,54500.0,3000,1,83,0,28000.0,0,0,3,0,26500.0,2,0,0,2,1,0,2015,1,0
10560,1388,0,0,0,1,27,750,2,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,8,52,1,1,15500.0,3000,0,110,0,13500.0,0,0,1,0,2000.0,0,0,0,15,1,0,2017,1,0
10561,1394,0,0,0,1,6,750,3,0,1,0,2,1,0,0,0,0,2,0,0,1,0,3,10,42,0,0,47500.0,2800,1,50,0,26000.0,0,1,6,0,21500.0,2,0,0,13,1,0,2018,3,0
10562,1394,0,0,0,1,6,750,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3,10,42,0,0,47500.0,3000,1,219,0,26000.0,1,1,6,0,21500.0,2,0,0,13,1,0,2014,3,0
10563,1397,0,0,0,1,7,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,4,53,0,0,22500.0,3000,1,166,0,7500.0,0,0,6,0,15000.0,1,0,0,13,1,0,2016,2,0
10564,3164,0,0,0,1,21,750,2,0,0,0,2,1,0,1,0,0,1,1,0,1,0,1,6,68,0,0,28500.0,2750,0,109,0,21000.0,0,0,4,0,7500.0,1,0,0,10,1,0,2015,3,0
10565,4819,0,1,0,1,14,750,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,6,42,0,2,18000.0,3000,1,158,0,18000.0,0,0,4,0,0.0,0,0,0,18,1,0,2017,0,0
10566,3186,0,0,0,0,21,750,2,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,9,40,0,0,18000.0,2900,1,46,0,18000.0,0,1,5,1,0.0,1,0,1,7,1,0,2017,1,0
10567,1401,0,0,0,1,15,750,3,0,0,0,3,1,0,0,0,0,1,0,0,1,1,1,10,56,0,1,41000.0,3000,1,147,0,31000.0,0,1,1,0,10000.0,2,0,0,9,1,0,2017,1,0
10568,1410,0,0,1,1,27,750,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,9,51,0,1,32000.0,3000,1,73,1,32000.0,1,0,4,0,0.0,2,0,0,15,0,0,2016,1,0
10569,3203,0,0,0,1,21,750,2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,2,24,0,0,38500.0,3000,1,78,1,22000.0,0,1,3,0,16500.0,1,0,0,7,0,0,2017,3,0
10570,4862,0,0,0,0,19,750,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,3,68,0,2,16500.0,2850,0,107,0,16500.0,0,0,1,0,0.0,1,0,1,7,1,0,2015,1,0
10571,4862,0,0,0,0,19,750,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,3,47,0,2,16500.0,3000,0,120,0,16500.0,0,0,1,0,0.0,1,0,1,7,1,0,2019,1,0
10572,1420,0,0,0,0,18,750,1,0,0,0,2,1,1,1,0,0,1,0,0,0,1,0,12,41,1,0,22000.0,3000,0,217,0,22000.0,0,0,2,0,0.0,0,0,0,14,1,0,2015,3,0
10573,1420,0,0,0,0,18,750,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,12,39,1,0,22000.0,3000,1,40,0,22000.0,0,0,2,0,0.0,0,0,0,14,1,0,2017,3,0
10574,4875,0,0,0,0,26,750,2,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,11,33,0,0,26000.0,3000,0,112,1,17000.0,0,1,1,0,9000.0,1,0,0,6,0,0,2015,2,0
10575,4875,0,0,0,0,26,750,2,0,0,0,1,1,1,1,0,0,5,0,0,1,1,1,11,24,0,0,26000.0,3000,0,22,1,17000.0,0,1,1,0,9000.0,1,0,0,6,0,0,2017,2,0
10576,3222,0,0,0,1,19,750,2,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,12,18,0,0,10000.0,3000,1,3,0,10000.0,1,1,3,0,0.0,1,0,0,9,1,0,2015,1,0
10577,4893,0,0,0,1,21,750,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,24,1,0,17500.0,3000,1,51,0,17500.0,0,0,0,0,0.0,0,0,0,18,1,0,2017,4,0
10578,4897,0,0,0,0,23,750,2,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,67,0,0,38000.0,3000,0,85,0,13000.0,0,1,2,0,25000.0,1,0,0,18,1,0,2016,4,0
10579,3235,0,0,0,1,24,750,2,0,0,0,2,1,0,1,0,0,1,0,0,1,1,0,9,32,0,2,19000.0,3000,0,69,0,19000.0,0,0,1,0,0.0,1,0,0,13,1,0,2015,1,0
10580,3235,0,0,0,1,24,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,9,47,0,2,19000.0,3000,1,107,0,19000.0,0,0,1,0,0.0,1,0,0,13,1,0,2018,1,0
10581,4907,0,0,0,1,11,750,3,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,12,58,0,1,24500.0,3000,1,118,1,18000.0,0,1,2,0,6500.0,0,0,0,14,0,0,2017,3,0
10582,3257,0,0,0,1,15,750,3,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,51,0,2,37000.0,2650,0,69,0,37000.0,0,1,1,0,0.0,2,0,0,7,1,0,2007,1,0
10583,1477,0,0,0,1,26,750,2,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,11,38,0,2,17500.0,2850,0,115,0,17500.0,0,0,1,0,0.0,1,0,0,14,1,0,2015,3,0
10584,1484,0,0,0,0,27,750,2,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,9,53,1,1,2500.0,3000,0,165,0,2500.0,0,0,4,0,0.0,0,0,1,7,1,0,2018,4,0
10585,1487,0,0,0,1,27,750,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,7,49,0,1,13000.0,3000,1,76,0,13000.0,0,1,5,0,0.0,1,0,0,9,1,0,2017,3,0
10586,3280,0,0,0,1,2,750,3,0,0,0,3,1,0,1,0,0,3,0,0,1,1,0,1,37,0,3,16500.0,3000,0,27,0,16500.0,0,1,2,0,0.0,0,0,0,15,1,0,2016,0,0
10587,3314,0,0,0,0,27,750,2,0,0,0,2,1,1,1,0,0,1,0,0,1,1,0,6,20,0,0,19500.0,2750,0,9,0,19500.0,0,0,3,0,0.0,1,0,0,7,1,0,2018,1,0
10588,1502,0,0,0,0,16,750,2,0,0,0,3,1,0,1,1,0,3,1,0,0,0,1,5,23,0,0,24500.0,3000,0,18,0,16000.0,0,0,3,0,8500.0,1,0,1,11,1,0,2015,4,0
10589,1543,0,0,0,0,21,750,2,0,0,0,2,1,0,1,0,0,1,1,0,1,0,1,10,42,0,0,19000.0,2550,0,135,0,10500.0,0,0,0,0,8500.0,1,0,1,8,1,0,2014,1,0
10590,1577,0,0,0,1,8,750,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,7,31,1,1,14500.0,3000,1,66,1,14500.0,0,0,0,0,0.0,0,0,0,16,0,0,2020,4,0
10591,1601,0,0,0,1,10,750,3,0,0,0,2,1,0,1,0,0,1,0,0,1,0,1,9,32,0,2,47500.0,3000,0,98,1,39500.0,1,1,1,0,8000.0,2,0,0,10,0,0,2018,3,0
10592,1618,0,0,0,0,2,750,2,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,12,54,1,0,11500.0,3000,0,93,0,11500.0,0,0,0,0,0.0,0,0,0,15,1,0,2019,4,0
10593,1619,0,0,0,1,10,750,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,59,1,0,14500.0,2900,0,78,1,14500.0,0,0,3,0,0.0,0,0,0,10,0,0,2015,4,0
10594,4959,0,0,0,0,14,750,1,0,0,0,2,0,0,0,0,1,1,0,1,1,1,0,11,59,0,0,16500.0,3000,1,161,0,16500.0,0,0,3,0,0.0,1,0,0,4,0,0,2017,1,1
10595,1629,0,0,0,0,19,750,4,0,0,0,1,1,1,1,0,0,1,0,0,1,1,4,3,43,0,3,59500.0,3000,0,80,0,39000.0,0,1,1,0,20500.0,2,0,0,15,1,0,2017,4,0
10596,1630,0,0,0,0,10,750,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,7,32,1,0,8000.0,3000,1,71,0,8000.0,0,0,2,0,0.0,0,1,0,14,0,0,2016,3,1
10597,4968,0,0,0,0,5,750,1,0,0,0,2,1,1,0,0,0,1,0,0,1,1,0,2,30,0,0,19000.0,3000,1,86,0,19000.0,0,0,1,0,0.0,1,0,0,12,1,0,2020,2,0
10598,1645,0,0,0,1,21,750,3,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,10,61,0,1,25000.0,3000,1,299,0,19500.0,0,1,0,0,5500.0,2,0,0,21,1,0,2018,4,0
10599,1657,0,0,0,1,10,750,2,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,12,60,0,0,17000.0,3000,0,279,0,17000.0,0,0,1,0,0.0,1,0,0,15,1,0,2016,3,0
10600,4991,0,0,0,0,2,750,3,0,0,0,2,1,1,0,0,0,2,0,0,1,0,0,12,27,0,1,13500.0,3000,1,56,0,13500.0,1,1,0,0,0.0,0,0,0,12,1,0,2015,3,0
10601,3321,0,0,0,0,17,750,2,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2,38,0,0,14000.0,3000,1,186,0,14000.0,0,1,6,0,0.0,0,0,0,22,1,0,2019,4,0
10602,4998,0,0,0,0,26,750,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,45,0,0,16000.0,3000,1,154,0,16000.0,0,0,1,0,0.0,0,1,0,15,0,0,2017,1,1
10603,938,0,0,0,0,8,750,2,2,0,0,2,1,0,0,0,0,2,0,0,1,1,1,11,27,0,1,23505.0,3000,1,23,0,17505.0,0,0,4,0,6000.0,1,0,1,18,1,0,2019,1,0
10604,786,0,0,0,1,27,750,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,6,57,0,1,13130.0,3000,0,135,0,10930.0,0,0,3,0,2200.0,1,0,0,13,0,1,2016,3,0
10605,1720,0,0,0,1,21,750,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,12,50,1,0,53626.0,3000,1,144,0,5726.0,0,0,5,0,47900.0,0,0,0,18,1,0,2016,3,0
10606,789,0,0,0,0,11,750,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,47,1,0,19786.0,3000,1,90,0,10486.0,0,0,4,0,9300.0,0,0,1,21,1,0,2020,3,0
10607,474,0,0,0,1,14,750,3,0,0,0,2,1,0,1,0,0,1,0,0,1,1,0,11,46,0,3,107481.0,2900,0,87,0,6781.0,0,1,3,0,100700.0,0,0,0,20,1,0,2016,3,0
10608,1105,0,0,0,0,2,750,1,2,0,0,0,0,0,1,0,1,1,1,0,1,0,0,9,48,0,0,53387.0,3000,0,82,0,12387.0,0,0,0,1,41000.0,0,1,0,6,0,0,2015,3,1
10609,793,0,0,0,0,24,750,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,12,30,0,0,12396.0,3000,0,22,0,8296.0,0,0,1,0,4100.0,1,0,0,8,0,0,2017,2,1
10610,1252,0,0,0,0,30,750,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,41,0,0,37735.0,3000,1,124,0,8335.0,0,0,2,0,29400.0,0,1,0,21,0,0,2010,1,1
10611,952,0,0,0,0,26,750,2,1,0,0,2,1,0,0,0,0,1,0,0,1,1,0,3,46,0,0,13355.0,3000,0,39,0,11855.0,0,1,1,0,1500.0,0,0,1,15,1,0,2018,2,0
10612,952,0,0,0,0,26,750,2,0,0,0,2,1,0,1,0,0,1,1,0,1,0,0,3,47,0,0,13355.0,2750,0,219,0,11855.0,0,1,1,0,1500.0,0,0,1,15,1,0,2017,2,0
10613,2037,0,0,0,1,31,750,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,12,65,0,3,34716.0,3000,1,165,0,30316.0,0,1,1,0,4400.0,2,0,0,4,1,0,2018,3,0
10614,646,0,0,0,0,18,750,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,27,1,0,31363.0,3000,1,60,0,15363.0,0,0,0,0,16000.0,0,0,1,22,0,1,2018,3,0
10615,17,0,0,0,0,26,750,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,9,45,0,0,63355.0,3000,0,121,0,23655.0,0,0,3,0,39700.0,1,0,0,8,0,0,2020,3,1
10616,1896,0,0,0,0,25,750,3,0,0,0,2,1,0,1,0,0,1,0,0,1,1,0,2,53,0,0,14300.0,3000,0,135,0,1000.0,0,1,0,0,13300.0,0,0,1,11,1,0,2010,1,0
10617,1896,0,0,0,0,25,750,3,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,2,31,0,0,14300.0,3000,1,85,0,1000.0,0,1,0,0,13300.0,0,0,1,11,1,0,2018,1,0
10618,1118,0,0,0,0,22,750,1,0,0,0,2,0,0,0,0,1,3,0,0,1,1,0,2,18,0,1,13555.0,3000,1,3,0,10055.0,0,0,4,0,3500.0,0,1,0,17,0,0,2018,1,1
10619,1262,0,0,0,0,13,750,2,0,0,1,2,1,0,1,0,0,1,0,0,1,0,0,2,62,0,1,45017.0,3000,0,183,0,14217.0,0,0,2,0,30800.0,0,0,1,14,1,0,2018,0,0
10620,967,0,0,0,0,14,750,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,11,52,0,0,48041.0,2750,1,38,0,22841.0,0,0,3,0,25200.0,1,0,0,20,0,0,2016,4,1
10621,1905,0,1,0,1,18,750,2,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,3,38,0,0,32110.0,2850,0,118,0,12210.0,0,0,0,0,19900.0,1,0,0,5,1,0,2014,3,0
10622,664,0,0,0,1,10,750,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,48,0,0,31882.0,3000,1,178,0,21582.0,0,1,3,0,10300.0,2,0,0,15,1,0,2020,3,0
10623,1754,0,0,0,1,31,750,2,0,0,0,3,1,0,1,0,0,1,0,0,1,1,1,12,45,0,1,52268.0,3000,0,91,1,17068.0,0,1,1,0,35200.0,1,0,0,21,0,0,2017,3,0
10624,668,0,0,0,0,7,750,2,1,0,0,0,1,1,0,0,0,1,1,0,1,0,2,8,48,0,1,62064.0,3000,1,70,0,25664.0,0,1,2,0,36400.0,2,0,0,17,1,0,2016,1,0
10625,668,0,0,0,0,7,750,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,2,8,66,0,1,62064.0,3000,1,211,0,25664.0,0,1,2,0,36400.0,2,0,0,17,1,0,2019,1,0
10626,1596,0,0,0,0,26,750,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,50,0,0,164975.0,3000,1,122,0,21075.0,0,0,1,0,143900.0,1,0,0,15,0,0,2020,3,1
10627,2061,0,0,0,0,8,750,2,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,3,27,0,0,67035.0,2800,1,39,0,10835.0,0,0,4,1,56200.0,1,0,1,13,1,0,2010,4,0
10628,506,0,0,0,0,7,750,2,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,47,0,0,18669.0,3000,0,140,0,14469.0,0,1,0,0,4200.0,1,0,1,7,1,0,2017,1,0
10629,1916,0,0,0,1,28,750,3,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,12,41,0,1,32536.0,2750,1,87,0,24436.0,0,1,5,0,8100.0,1,0,0,4,1,0,2011,3,0
10630,181,0,0,0,0,31,750,2,0,0,0,3,1,1,1,0,0,1,0,0,1,1,2,3,29,0,3,39395.0,2750,0,86,0,2695.0,0,0,6,0,36700.0,1,0,0,14,0,1,2007,3,0
10631,1601,0,0,1,1,11,750,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,12,40,0,0,57028.0,3000,0,126,0,41928.0,0,0,2,0,15100.0,2,0,0,20,1,0,2020,3,0
10632,39,0,0,0,1,27,750,1,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,1,65,0,0,57223.0,3000,1,245,0,14423.0,0,0,6,1,42800.0,1,0,0,5,1,0,2016,3,0
10633,982,0,0,0,1,14,750,3,0,0,0,2,1,0,0,0,0,3,0,0,1,1,1,8,27,0,2,41727.0,2950,1,37,0,31827.0,0,1,2,0,9900.0,2,0,0,14,1,0,2010,1,0
10634,514,0,0,0,0,1,750,4,0,0,0,1,1,0,1,0,0,1,0,0,1,1,4,7,24,0,2,36488.0,3000,0,17,0,29388.0,0,1,0,0,7100.0,2,0,1,4,1,0,2020,1,0
10635,987,0,1,0,1,24,750,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,10,30,0,1,22666.0,3000,1,40,0,10266.0,0,0,3,0,12400.0,0,0,0,5,1,0,2017,3,0
10636,45,0,0,0,0,15,750,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,12,27,0,0,32569.0,3000,1,85,0,19469.0,0,0,6,0,13100.0,0,1,0,22,0,0,2019,1,1
10637,1768,0,0,0,0,11,750,3,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,12,55,0,2,44106.0,3000,0,201,0,8506.0,0,1,2,0,35600.0,0,0,1,13,1,0,2016,3,0
10638,1768,0,0,0,0,11,750,3,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,12,38,0,2,44106.0,3000,0,118,0,8506.0,0,1,2,0,35600.0,0,0,1,13,1,0,2020,3,0
10639,991,0,0,0,1,3,750,2,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,1,20,0,0,36637.0,3000,0,9,0,20637.0,0,0,3,0,16000.0,1,0,0,12,1,0,2015,2,0
10640,991,0,0,0,1,3,750,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,72,0,0,36637.0,2800,1,160,0,20637.0,0,0,3,0,16000.0,1,0,0,12,1,0,2014,2,0
10641,996,0,0,0,0,28,750,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,2,41,0,1,23888.0,3000,1,91,0,16288.0,0,1,3,0,7600.0,1,0,0,7,1,0,2016,3,0
10642,692,0,0,0,1,19,750,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,2,40,1,0,11827.0,3000,1,156,0,6827.0,0,0,1,0,5000.0,0,0,0,15,0,1,2017,3,0
10643,196,0,0,0,1,27,750,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,2,1,66,0,0,115264.0,2400,0,119,0,13364.0,0,1,6,0,101900.0,1,0,0,11,1,0,2015,3,0
10644,1410,0,0,0,1,25,750,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,10,67,1,2,15091.0,3000,1,146,0,10791.0,0,0,4,0,4300.0,0,0,0,14,1,0,2017,1,0
10645,1412,0,0,0,0,1,750,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,8,42,0,0,97615.0,3000,1,42,0,19115.0,0,0,3,0,78500.0,2,0,1,16,1,0,2009,1,0
10646,1783,0,0,0,0,3,750,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,9,48,0,0,46085.0,3000,1,109,0,17685.0,0,0,1,0,28400.0,0,1,0,11,0,0,2020,2,1
10647,1629,0,0,0,0,2,750,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,11,43,0,0,46654.0,3000,0,80,0,5954.0,0,0,5,0,40700.0,0,1,0,14,0,0,2017,4,1
10648,1629,0,0,0,0,2,750,1,0,0,0,2,0,0,1,0,1,3,1,0,1,0,0,11,28,0,0,46654.0,3000,0,33,0,5954.0,0,0,5,0,40700.0,0,1,0,14,0,0,2016,4,1
10649,203,0,0,0,0,5,750,2,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,11,61,0,0,23651.0,3000,0,62,0,17051.0,0,1,1,0,6600.0,1,0,1,12,1,0,2018,4,0
10650,203,0,0,0,0,5,750,2,0,0,1,3,1,0,1,0,0,1,0,0,1,0,1,11,45,0,0,23651.0,2850,0,220,0,17051.0,0,1,1,0,6600.0,1,0,1,12,1,0,2015,4,0
10651,1630,0,0,0,1,19,750,2,0,0,0,2,1,0,0,0,0,2,0,0,1,1,1,12,26,0,1,76087.0,2650,1,22,0,32887.0,0,1,3,0,43200.0,2,0,0,15,1,0,2014,3,0
10652,701,0,0,0,0,2,750,1,0,0,0,3,0,0,0,0,1,2,0,0,1,0,0,4,33,0,0,101118.0,3000,1,56,0,11118.0,1,0,1,1,90000.0,0,1,0,7,0,0,2016,1,1
10653,2093,0,0,0,0,15,750,3,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,8,24,0,2,22048.0,2750,0,15,0,2248.0,0,1,3,0,19800.0,1,0,0,0,1,0,2004,3,0
10654,702,1,0,0,0,15,750,4,0,1,0,2,1,1,0,0,0,1,0,0,1,0,0,7,27,0,3,31161.0,3000,1,62,0,19661.0,0,1,0,0,11500.0,0,0,0,10,0,0,2020,3,0
10655,540,0,0,0,0,20,750,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,12,33,0,0,41073.0,3000,1,45,0,7373.0,0,1,4,0,33700.0,1,0,1,21,1,0,2017,3,0
10656,851,0,0,0,0,6,750,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,12,57,1,0,16825.0,3000,1,185,0,9825.0,0,0,4,0,7000.0,0,0,0,17,1,0,2015,1,0
10657,1427,0,0,0,1,16,750,3,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,8,48,0,1,29633.0,3000,0,104,1,25633.0,0,1,4,0,4000.0,2,0,0,7,0,0,2013,0,0
