policy_id,customer_age,months_as_customer,num_claims_past_year,num_insurers_past_5_years,policy_state,policy_deductable,policy_annual_premium,policy_liability,customer_zip,customer_gender,customer_education,auto_year
2327,22,18,0,2,CA,750,2700,25/50,95660,Female,Bachelor,2016
2328,32,33,0,4,CA,750,3000,25/50,92880,Male,High School,2017
2329,27,107,0,1,CA,750,3000,30/60,91709,Male,Bachelor,2013
2330,32,107,0,1,OR,750,3000,25/50,97239,Unkown,High School,2015
2331,33,173,0,1,CA,750,3000,15/30,92071,Male,High School,2016
2332,33,89,0,1,CA,750,3000,100/200,92570,Male,Bachelor,2017
2333,61,204,0,1,CA,750,3000,30/60,95521,Female,Bachelor,2019
2334,22,1,0,5,CA,750,3000,15/30,91803,Female,High School,2019
2335,48,170,0,1,AZ,750,2400,30/60,85739,Female,Bachelor,2007
2336,68,157,0,1,CA,750,2550,25/50,95670,Other,Advanced Degree,2017
2337,34,9,0,3,CA,750,3000,15/30,94954,Female,Bachelor,2014
2338,30,61,0,1,CA,750,3000,30/60,92867,Male,High School,2010
2339,39,65,0,1,ID,750,3000,30/60,83646,Female,Bachelor,2016
2340,68,101,0,1,CA,750,3000,30/60,95050,Female,Bachelor,2019
2341,48,140,0,1,CA,750,2700,15/30,90042,Male,High School,2015
2342,33,122,0,1,WA,750,2600,30/60,98661,Male,Advanced Degree,2014
2343,54,174,0,1,AZ,750,3000,15/30,85308,Male,Advanced Degree,2019
2344,22,52,0,2,AZ,750,3000,30/60,85251,Female,Bachelor,2018
2345,58,177,0,1,CA,750,3000,15/30,94582,Female,Advanced Degree,2017
2346,52,104,0,1,CA,750,3000,15/30,91766,Female,Bachelor,2004
2347,38,126,0,1,CA,750,3000,30/60,95391,Unkown,Bachelor,2019
2348,27,63,0,1,CA,750,3000,15/30,94102,Male,Bachelor,2017
2349,26,34,0,3,CA,750,3000,100/200,93458,Other,Advanced Degree,2016
2350,55,102,0,1,CA,750,2750,25/50,92843,Female,Bachelor,2014
2351,69,162,0,1,CA,750,3000,25/50,91402,Male,Associate,2016
2352,31,73,0,1,NV,750,3000,25/50,89142,Unkown,Bachelor,2018
2353,53,229,1,1,WA,750,3000,30/60,98640,Male,Advanced Degree,2019
2354,32,163,0,1,CA,750,3000,25/50,90011,Female,Below High School,2011
2355,43,164,0,1,CA,750,3000,30/60,92201,Female,Bachelor,2015
2356,26,24,0,2,CA,750,2850,30/60,95116,Female,Advanced Degree,2015
2357,25,34,0,1,CA,750,3000,15/30,93635,Female,Bachelor,2016
2358,31,151,0,1,WA,750,3000,30/60,98467,Male,Advanced Degree,2017
2359,50,128,0,1,AZ,750,3000,30/60,85128,Female,Bachelor,2019
2360,40,194,0,1,AZ,750,2800,30/60,85367,Male,High School,2019
2361,32,64,0,1,OR,750,3000,100/200,97478,Female,Advanced Degree,2015
2362,53,85,0,1,CA,750,3000,30/60,92345,Female,Associate,2013
2363,34,85,0,1,OR,750,3000,30/60,97080,Other,Bachelor,2015
2364,33,38,0,1,WA,750,3000,30/60,98027,Male,Associate,2014
2365,36,7,0,4,CA,750,3000,30/60,92780,Female,High School,2013
2366,52,138,0,1,NV,750,3000,100/200,89149,Unkown,Bachelor,2016
2367,47,117,0,1,NV,750,3000,25/50,89052,Female,Bachelor,2019
2368,59,142,0,1,OR,750,3000,30/60,97224,Male,Bachelor,2019
2369,48,77,0,1,CA,750,3000,100/200,93230,Male,Advanced Degree,2017
2370,54,172,2,1,CA,750,3000,15/30,90814,Male,Associate,2018
2371,38,160,2,1,OR,750,3000,25/50,97138,Female,High School,2011
2372,50,152,0,1,CA,750,3000,15/30,93455,Female,Bachelor,2018
2373,43,71,0,1,AZ,750,3000,15/30,85629,Unkown,Bachelor,2015
2374,36,5,0,5,WA,750,2950,100/200,98503,Male,Advanced Degree,2018
2375,33,42,0,1,AZ,750,3000,15/30,85614,Male,Below High School,2016
2376,51,178,0,1,CA,750,3000,30/60,93291,Female,Advanced Degree,2015
2377,59,150,1,1,CA,750,3000,30/60,95120,Female,Bachelor,2020
2378,36,166,0,1,OR,750,3000,100/200,97504,Unkown,Bachelor,2016
2379,21,39,0,3,CA,750,3000,15/30,94806,Female,High School,2016
2380,35,48,0,1,WA,800,2650,25/50,98406,Male,Bachelor,2016
2381,69,242,0,1,AZ,750,2700,15/30,86505,Female,High School,2016
2382,33,134,0,1,CA,750,3000,15/30,90037,Female,High School,2011
2383,51,299,0,1,CA,750,3000,15/30,91343,Female,Bachelor,2017
2384,29,55,1,1,WA,750,3000,25/50,98848,Male,Advanced Degree,2014
2385,59,95,0,1,CA,750,3000,15/30,95073,Male,Bachelor,2016
2386,58,25,0,3,CA,750,3000,15/30,95037,Male,Bachelor,2019
2387,40,112,0,1,OR,750,2650,25/50,97535,Female,Bachelor,2012
2388,57,78,0,1,CA,750,2800,30/60,92501,Male,Bachelor,2016
2389,46,21,0,1,OR,750,3000,30/60,97741,Male,Advanced Degree,2011
2390,70,125,0,1,CA,750,2400,25/50,91384,Male,Bachelor,2015
2391,30,22,0,2,WA,750,2950,30/60,99218,Female,High School,2010
2392,59,124,0,1,CA,750,3000,15/30,93065,Male,High School,2017
2393,40,40,0,2,CA,750,3000,30/60,91040,Female,Bachelor,2015
2394,43,64,0,1,ID,750,3000,25/50,83705,Male,Bachelor,2019
2395,46,103,0,1,CA,750,2800,15/30,91977,Male,Below High School,2009
2396,49,78,0,1,CA,750,3000,15/30,91502,Female,Advanced Degree,2016
2397,42,71,0,1,AZ,750,3000,15/30,85045,Male,Bachelor,2019
2398,48,84,0,1,AZ,750,3000,15/30,85013,Male,Bachelor,2016
2399,64,84,3,1,ID,750,3000,100/200,83709,Male,High School,2014
2400,61,236,0,1,CA,750,3000,25/50,92679,Female,Associate,2017
2401,35,22,0,4,CA,750,3000,25/50,95945,Female,Advanced Degree,2016
2402,26,49,0,1,CA,750,2750,30/60,92551,Male,Advanced Degree,2019
2403,63,122,0,1,CA,750,3000,30/60,95126,Male,Associate,2020
2404,62,487,0,1,CA,750,2800,15/30,95833,Unkown,High School,2012
2405,32,87,0,1,CA,750,2900,30/60,90022,Female,Bachelor,2015
2406,39,101,0,1,WA,750,3000,100/200,98034,Male,Associate,2017
2407,36,102,0,1,WA,750,3000,30/60,98208,Female,Bachelor,2019
2408,64,129,0,1,CA,750,3000,25/50,95307,Female,Advanced Degree,2015
2409,35,94,0,1,NV,750,2600,100/200,89445,Female,Associate,2014
2410,57,165,0,1,CA,750,3000,25/50,92201,Female,High School,2016
2411,40,113,0,1,OR,750,2650,100/200,97089,Male,Advanced Degree,2016
2412,50,378,0,1,OR,750,3000,25/50,97496,Male,High School,2014
2413,21,6,0,1,CA,750,2750,30/60,93313,Unkown,High School,2018
2414,46,118,0,1,CA,750,2700,25/50,90029,Female,Bachelor,2001
2415,40,193,0,1,CA,750,3000,15/30,94952,Male,Advanced Degree,2019
2416,68,263,0,1,AZ,750,3000,30/60,86333,Other,High School,2020
2417,60,139,0,1,CA,750,2500,100/200,90039,Other,High School,2012
2418,53,98,0,1,CA,750,2450,15/30,91911,Unkown,Bachelor,2014
2419,25,46,1,1,CA,750,3000,100/200,95050,Female,Bachelor,2018
2420,63,69,0,1,CA,750,3000,15/30,93304,Unkown,Associate,2018
2421,39,147,0,1,ID,750,3000,25/50,83864,Male,Advanced Degree,2019
2422,67,88,0,1,AZ,750,3000,15/30,86021,Female,Advanced Degree,2015
2423,22,37,0,1,CA,750,2600,100/200,91304,Female,Bachelor,2010
2424,28,50,0,1,CA,750,3000,30/60,94027,Male,High School,2017
2425,32,15,0,5,CA,750,3000,15/30,93726,Male,Bachelor,2013
2426,33,107,0,1,OR,750,3000,30/60,97041,Unkown,Bachelor,2018
2427,23,38,0,2,CA,750,3000,15/30,90272,Male,Bachelor,2016
2428,68,156,0,1,ID,750,3000,30/60,83647,Female,Advanced Degree,2017
2429,39,145,0,1,CA,750,3000,15/30,92346,Male,High School,2015
2430,51,98,0,1,CA,750,2550,15/30,93021,Male,High School,2018
2431,33,55,0,2,WA,750,3000,30/60,98112,Female,High School,2015
2432,49,78,0,1,CA,750,3000,25/50,93065,Male,Bachelor,2017
2433,43,111,0,1,OR,750,3000,30/60,97219,Female,Bachelor,2016
2434,62,119,0,1,CA,750,2750,25/50,95363,Female,Associate,2012
2435,46,22,0,1,ID,750,3000,25/50,83440,Male,High School,2020
2436,69,58,0,1,OR,750,2700,30/60,97531,Male,High School,2018
2437,27,60,0,1,AZ,750,3000,15/30,85249,Male,High School,2014
2438,55,208,0,1,CA,750,3000,15/30,93274,Male,Bachelor,2019
2439,48,99,0,1,CA,750,2800,30/60,91911,Female,High School,2019
2440,49,93,0,1,CA,750,3000,30/60,95010,Male,High School,2016
2441,69,138,0,1,ID,750,2700,100/200,83801,Male,Advanced Degree,2018
2442,59,59,0,2,CA,750,3000,25/50,95008,Female,Bachelor,2018
2443,50,219,0,1,CA,750,3000,100/200,93662,Male,Bachelor,2016
2444,25,11,0,2,NV,750,3000,30/60,89108,Male,High School,2015
2445,42,42,1,2,CA,750,3000,25/50,93646,Male,Associate,2020
2446,46,72,0,1,CA,750,3000,15/30,95823,Female,Bachelor,2018
2447,21,2,0,4,WA,750,3000,30/60,98513,Unkown,High School,2018
2448,56,237,0,1,OR,750,3000,30/60,97801,Female,High School,2016
2449,45,203,0,1,CA,750,3000,25/50,92021,Male,Advanced Degree,2008
2450,40,74,1,1,NV,750,3000,25/50,89451,Male,Advanced Degree,2019
2451,25,50,0,2,CA,750,3000,15/30,94503,Female,High School,2015
2452,46,76,0,1,AZ,750,3000,15/30,85719,Female,Associate,2017
2453,49,99,0,1,CA,750,3000,15/30,94303,Unkown,Advanced Degree,2017
2454,19,1,0,3,CA,750,2750,15/30,92660,Male,High School,2019
2455,51,185,0,1,AZ,750,3000,30/60,85395,Male,Bachelor,2012
2456,41,43,0,1,CA,750,3000,30/60,95661,Female,Advanced Degree,2018
2457,27,47,0,2,CA,750,3000,30/60,92404,Female,Advanced Degree,2018
2458,36,121,0,1,CA,750,2950,25/50,95762,Female,Bachelor,2017
2459,55,138,0,1,CA,750,2550,25/50,90045,Female,High School,2013
2460,54,384,0,1,CA,750,3000,30/60,90012,Unkown,High School,2016
2461,66,80,1,1,CA,750,3000,15/30,92701,Female,Advanced Degree,2018
2462,35,99,0,1,CA,750,3000,15/30,95131,Other,Advanced Degree,2019
2463,42,67,0,1,CA,750,2700,25/50,91740,Unkown,Bachelor,2015
2464,18,2,0,3,WA,750,2650,30/60,98597,Female,High School,2013
2465,32,64,0,1,AZ,750,3000,25/50,85326,Male,Bachelor,2019
2466,65,461,0,1,WA,750,3000,25/50,98144,Male,Bachelor,2016
2467,35,105,0,1,CA,750,3000,30/60,91911,Female,Advanced Degree,2005
2468,55,196,0,1,CA,750,2800,30/60,90240,Female,Bachelor,2020
2469,68,215,0,1,CA,750,3000,15/30,92882,Female,Bachelor,2017
2470,35,66,0,1,OR,750,3000,30/60,97230,Male,High School,2017
2471,36,29,0,2,CA,750,2800,30/60,91915,Male,Bachelor,2016
2472,67,118,0,1,CA,750,3000,15/30,95835,Female,Bachelor,2019
2473,36,24,0,2,CA,750,3000,15/30,95037,Male,Associate,2014
2474,48,76,0,1,WA,750,3000,25/50,98372,Male,Advanced Degree,2008
2475,53,33,0,2,CA,750,3000,30/60,92840,Male,Bachelor,2019
2476,34,43,0,1,CA,750,3000,30/60,91342,Female,Advanced Degree,2019
2477,45,46,0,2,CA,750,3000,15/30,93721,Male,High School,2018
2478,31,54,0,1,WA,750,2500,25/50,99301,Female,Bachelor,2008
2479,53,166,0,1,CA,750,2600,15/30,95404,Male,High School,2017
2480,24,46,0,2,CA,750,2750,15/30,90260,Other,Advanced Degree,2007
2481,45,201,1,1,CA,750,3000,25/50,90049,Female,High School,2017
2482,53,179,0,1,CA,750,3000,25/50,95824,Male,Bachelor,2012
2483,37,52,0,1,CA,750,3000,15/30,91351,Male,Bachelor,2016
2484,47,9,0,4,WA,750,3000,25/50,98387,Male,Associate,2015
2485,25,49,0,2,CA,750,3000,15/30,90241,Female,Advanced Degree,2018
2486,40,86,0,1,AZ,750,3000,30/60,85741,Male,Advanced Degree,2018
2487,56,61,0,1,WA,750,2550,25/50,98037,Male,Associate,2018
2488,47,31,0,1,CA,750,3000,15/30,93704,Female,Below High School,2013
2489,32,60,0,1,NV,750,2800,100/200,89015,Male,Associate,2017
2490,48,76,0,1,OR,750,3000,25/50,97062,Male,Associate,2018
2491,58,166,0,1,CA,750,3000,15/30,92805,Female,Advanced Degree,2018
2492,67,123,0,1,CA,750,2750,15/30,90043,Unkown,Advanced Degree,2018
2493,37,128,0,1,CA,750,3000,15/30,91343,Male,High School,2016
2494,53,78,0,1,OR,750,3000,30/60,97055,Male,Bachelor,2017
2495,68,109,0,1,OR,750,2600,25/50,97007,Unkown,Bachelor,2015
2496,30,44,0,2,WA,750,3000,25/50,99337,Male,High School,2017
2497,38,121,0,1,CA,750,2850,100/200,92571,Unkown,Bachelor,2013
2498,28,66,1,1,WA,750,3000,25/50,99004,Male,Associate,2013
2499,27,94,0,1,CA,750,3000,25/50,92129,Female,Bachelor,2019
2500,33,78,0,1,CA,750,2900,30/60,90041,Male,Bachelor,2015
2501,48,213,0,1,AZ,750,3000,100/200,85541,Unkown,Bachelor,2019
2502,20,6,0,1,NV,750,3000,25/50,89014,Male,High School,2016
2503,36,4,0,3,CA,750,3000,100/200,93041,Female,Advanced Degree,2020
2504,50,109,0,1,CA,750,3000,25/50,90731,Male,Bachelor,2018
2505,37,178,2,1,CA,750,3000,25/50,94015,Male,Advanced Degree,2018
2506,42,63,0,1,NV,750,3000,30/60,89506,Female,Bachelor,2017
2507,33,63,0,1,WA,750,3000,25/50,99320,Female,Advanced Degree,2015
2508,50,148,1,1,WA,750,3000,25/50,98373,Unkown,Advanced Degree,2013
2509,44,41,0,1,CA,750,3000,25/50,92880,Male,Bachelor,2014
2510,49,213,0,1,CA,750,3000,15/30,90036,Female,Bachelor,2014
2511,58,177,0,1,CA,750,3000,30/60,94587,Male,Advanced Degree,2016
2512,19,12,0,1,CA,750,3000,15/30,95819,Unkown,High School,2012
2513,48,125,0,1,AZ,750,3000,30/60,85268,Unkown,Advanced Degree,2016
2514,29,22,0,4,CA,750,3000,15/30,94804,Male,Bachelor,2017
2515,60,95,0,1,CA,750,3000,15/30,94901,Female,Bachelor,2019
2516,55,109,0,1,WA,750,3000,30/60,98801,Female,High School,2018
2517,49,89,0,1,CA,750,3000,15/30,94565,Male,Associate,2017
2518,39,145,0,1,CA,750,3000,30/60,91405,Female,Advanced Degree,2011
2519,68,210,0,1,CA,750,3000,30/60,94556,Male,Associate,2018
2520,47,97,0,1,AZ,750,3000,15/30,85040,Female,High School,2010
2521,22,2,0,1,CA,750,3000,15/30,94306,Male,Bachelor,2014
2522,40,38,0,1,CA,750,3000,15/30,90003,Male,Bachelor,2010
2523,50,129,0,1,AZ,750,3000,30/60,86033,Male,Associate,2017
2524,43,181,0,1,WA,750,3000,100/200,98908,Female,Associate,2019
2525,68,130,0,1,CA,750,2550,15/30,94080,Female,Bachelor,2019
2526,47,70,0,1,CA,750,3000,15/30,90280,Unkown,High School,2019
2527,59,84,0,1,OR,750,2900,25/50,97503,Male,Bachelor,2017
2528,42,201,0,1,CA,750,3000,15/30,95336,Male,Associate,2018
2529,52,311,0,1,WA,750,3000,100/200,98586,Female,Advanced Degree,2020
2530,27,108,0,1,NV,750,3000,25/50,89706,Female,Advanced Degree,2014
2531,70,115,0,1,CA,750,2950,15/30,90278,Male,Bachelor,2014
2532,65,133,0,1,CA,750,2650,30/60,94134,Male,Associate,2020
2533,56,89,0,1,CA,750,3000,25/50,92845,Female,Bachelor,2018
2534,41,86,0,1,CA,750,3000,25/50,90802,Male,Bachelor,2018
2535,56,191,0,1,CA,750,2800,15/30,93906,Female,Associate,2008
2536,30,47,0,1,CA,750,3000,25/50,94928,Female,Advanced Degree,2020
2537,61,50,0,1,WA,750,3000,30/60,98058,Female,Bachelor,2016
2538,65,172,0,1,OR,750,3000,25/50,97478,Female,Advanced Degree,2010
2539,29,58,0,2,CA,750,3000,15/30,90278,Male,High School,2015
2540,51,40,0,1,AZ,750,3000,30/60,85349,Female,High School,2012
2541,18,1,1,3,CA,750,3000,15/30,94904,Female,High School,2010
2542,55,22,0,1,CA,750,2700,25/50,90803,Male,Bachelor,2018
2543,53,144,0,1,CA,750,2750,25/50,93245,Female,Bachelor,2017
2544,21,21,1,2,WA,750,3000,30/60,98273,Male,Bachelor,2019
2545,38,157,0,1,OR,750,3000,30/60,97338,Female,High School,2013
2546,38,65,0,1,OR,750,3000,30/60,97224,Female,Bachelor,2015
2547,20,13,0,3,CA,750,3000,30/60,91744,Female,High School,2018
2548,52,89,1,1,CA,750,3000,15/30,91748,Male,Bachelor,2012
2549,49,144,0,1,CA,750,3000,25/50,95223,Male,Bachelor,2019
2550,40,41,0,3,CA,750,3000,25/50,90815,Unkown,Advanced Degree,2019
2551,29,22,0,4,CA,750,3000,25/50,90650,Female,Bachelor,2019
2552,65,270,0,1,CA,750,3000,30/60,90292,Male,High School,2013
2553,34,61,0,1,CA,750,3000,25/50,90241,Male,Bachelor,2018
2554,32,60,0,1,CA,750,3000,15/30,90012,Male,High School,2013
2555,54,172,0,1,CA,750,2550,30/60,91010,Female,High School,2016
2556,37,2,0,1,WA,750,2650,25/50,98087,Female,High School,2017
2557,41,48,0,2,CA,750,3000,25/50,91770,Female,Bachelor,2015
2558,59,146,0,1,NV,750,2850,30/60,89032,Female,High School,2012
2559,70,189,0,1,CA,750,2700,15/30,90280,Female,Bachelor,2014
2560,45,68,0,1,CA,750,3000,25/50,93003,Male,Advanced Degree,2019
2561,36,30,0,1,CA,750,2600,15/30,94503,Male,Bachelor,2015
2562,42,178,0,1,CA,800,3000,30/60,93619,Female,High School,2018
2563,43,166,0,1,WA,750,3000,30/60,98390,Unkown,High School,2018
2564,45,128,0,1,CA,750,3000,15/30,92553,Female,Bachelor,2020
2565,53,88,1,1,AZ,750,3000,15/30,85367,Female,Advanced Degree,2020
2566,63,51,0,1,WA,750,3000,25/50,99203,Female,High School,2020
2567,24,44,0,2,AZ,750,3000,30/60,85365,Unkown,Advanced Degree,2018
2568,53,19,0,4,WA,750,2750,25/50,98023,Male,Bachelor,2020
2569,39,109,0,1,WA,750,3000,25/50,98404,Male,Bachelor,2014
2570,61,139,0,1,CA,750,2750,15/30,92844,Unkown,Advanced Degree,2014
2571,42,158,1,1,WA,750,3000,100/200,98292,Female,Bachelor,2020
2572,32,138,0,1,CA,750,3000,15/30,93230,Male,Advanced Degree,2016
2573,53,96,0,1,CA,750,2750,25/50,94024,Female,Associate,2017
2574,53,146,0,1,CA,750,3000,15/30,90035,Male,Bachelor,2020
2575,30,19,0,3,CA,750,2800,15/30,92660,Male,Bachelor,2015
2576,30,3,0,1,CA,750,3000,15/30,95035,Unkown,Associate,2018
2577,42,165,0,1,OR,750,3000,30/60,97303,Male,Bachelor,2016
2578,26,15,0,3,CA,750,3000,100/200,90211,Female,High School,2020
2579,61,61,0,1,CA,750,2950,15/30,94595,Male,High School,2020
2580,37,90,1,1,CA,750,3000,25/50,95687,Female,Bachelor,2013
2581,37,98,1,1,AZ,750,3000,15/30,85743,Male,Bachelor,2017
2582,23,7,2,1,CA,750,3000,25/50,92154,Female,Advanced Degree,2017
2583,19,6,0,4,CA,750,3000,25/50,92881,Female,Below High School,2020
2584,46,96,0,1,CA,750,3000,15/30,93308,Female,Bachelor,2019
2585,50,81,0,1,CA,750,2950,25/50,94404,Male,High School,2018
2586,32,94,0,1,AZ,750,2650,30/60,85383,Male,Advanced Degree,2019
2587,53,87,0,1,AZ,750,2500,15/30,85085,Male,Bachelor,2013
2588,35,33,0,2,WA,750,3000,30/60,98937,Male,Bachelor,2019
2589,30,17,0,4,CA,750,3000,25/50,95132,Female,Bachelor,2017
2590,21,1,0,1,CA,750,2800,15/30,92354,Female,High School,2005
2591,36,37,0,1,ID,750,3000,25/50,83301,Female,Bachelor,2017
2592,47,196,1,1,CA,750,3000,30/60,93455,Female,Advanced Degree,2015
2593,42,133,0,1,CA,750,3000,25/50,92128,Male,High School,2019
2594,36,56,0,1,WA,750,3000,30/60,98662,Male,Bachelor,2019
2595,25,14,0,3,CA,750,3000,15/30,92055,Male,Advanced Degree,2011
2596,56,1,0,2,CA,750,3000,15/30,91764,Female,Associate,2017
2597,18,1,0,1,CA,750,2950,100/200,95252,Female,High School,2016
2598,60,111,0,1,CA,750,3000,100/200,93536,Male,Advanced Degree,2013
2599,24,22,0,5,WA,750,3000,30/60,98030,Male,Bachelor,2015
2600,29,30,0,3,CA,750,3000,30/60,94103,Female,High School,2014
2601,34,68,0,1,CA,750,2650,25/50,94558,Female,Associate,2016
2602,64,241,0,1,WA,750,3000,30/60,98110,Female,High School,2019
2603,54,118,0,1,OR,750,2700,30/60,97834,Male,Advanced Degree,2014
2604,64,41,0,2,OR,750,3000,100/200,97217,Male,Advanced Degree,2016
2605,54,57,0,2,OR,750,2750,30/60,97756,Unkown,Bachelor,2016
2606,22,11,0,3,CA,750,3000,25/50,91950,Female,Associate,2020
2607,37,79,0,1,NV,750,3000,25/50,89142,Male,High School,2020
2608,28,59,0,2,WA,750,2850,100/200,98370,Female,Bachelor,2019
2609,20,5,2,1,OR,750,3000,30/60,97909,Female,Bachelor,2019
2610,62,199,0,1,CA,750,3000,100/200,92376,Male,Advanced Degree,2018
2611,62,108,0,1,CA,750,3000,25/50,91306,Male,Bachelor,2014
2612,36,101,0,1,CA,750,2700,15/30,95116,Male,Advanced Degree,2020
2613,58,81,0,1,AZ,750,3000,25/50,85016,Male,Bachelor,2016
2614,32,46,0,1,CA,750,3000,30/60,95357,Female,Bachelor,2019
2615,58,50,0,1,OR,750,2500,25/50,97041,Male,Bachelor,2017
2616,37,124,0,1,CA,750,3000,30/60,93247,Female,Advanced Degree,2019
2617,53,52,0,2,CA,750,3000,25/50,94401,Unkown,Bachelor,2018
2618,48,70,0,1,AZ,750,3000,15/30,85213,Male,Bachelor,2007
2619,53,57,0,1,WA,750,2600,25/50,98942,Female,High School,2018
2620,48,25,0,3,CA,750,3000,15/30,93311,Female,Associate,2006
2621,70,168,0,1,AZ,750,3000,15/30,85251,Female,Bachelor,2019
2622,25,3,0,2,AZ,750,3000,30/60,85209,Female,Associate,2020
2623,30,43,0,3,CA,750,3000,30/60,90605,Male,High School,2016
2624,29,62,0,1,AZ,750,3000,15/30,85374,Female,Bachelor,2015
2625,61,299,0,1,CA,750,3000,15/30,92154,Female,High School,2015
2626,62,179,0,1,CA,750,2650,15/30,92064,Unkown,Advanced Degree,2019
2627,53,141,0,1,CA,750,3000,100/200,95758,Male,Bachelor,2019
2628,68,119,0,1,CA,750,3000,25/50,91776,Unkown,Bachelor,2016
2629,20,16,0,3,CA,750,3000,15/30,95340,Male,High School,2017
2630,59,84,0,1,CA,750,3000,25/50,95864,Unkown,Associate,2018
2631,34,6,0,5,CA,750,3000,100/200,95060,Female,Bachelor,2018
2632,29,25,0,3,CA,750,2900,30/60,90019,Female,Advanced Degree,2017
2633,58,164,1,1,CA,750,3000,15/30,95301,Female,Bachelor,2016
2634,23,30,0,2,CA,750,2800,30/60,91402,Male,High School,2011
2635,59,209,0,1,CA,750,3000,30/60,92126,Male,Bachelor,2018
2636,58,79,1,1,CA,750,3000,15/30,96003,Male,High School,2013
2637,50,317,0,1,CA,750,2600,100/200,92359,Male,Advanced Degree,2011
2638,24,40,0,2,CA,750,3000,30/60,93727,Male,Advanced Degree,2019
2639,27,3,0,2,CA,750,3000,25/50,92028,Female,Bachelor,2016
2640,69,327,0,1,OR,750,3000,30/60,97217,Female,Bachelor,2018
2641,60,93,0,1,CA,750,3000,15/30,93314,Male,Advanced Degree,2018
2642,43,134,0,1,CA,750,2550,30/60,95757,Female,Bachelor,2016
2643,36,85,0,1,CA,750,3000,15/30,91901,Female,Bachelor,2013
2644,23,21,0,3,CA,750,3000,25/50,91740,Unkown,Advanced Degree,2012
2645,18,2,0,2,CA,750,3000,15/30,90025,Female,High School,2016
2646,48,176,0,1,AZ,750,3000,15/30,85086,Male,Bachelor,2011
2647,64,181,0,1,CA,750,3000,100/200,91764,Female,Advanced Degree,2018
2648,19,13,0,2,CA,750,2650,25/50,90067,Female,High School,2015
2649,48,60,0,1,CA,750,3000,30/60,93204,Male,Bachelor,2014
2650,63,55,0,1,CA,750,3000,30/60,90660,Male,High School,2018
2651,44,25,0,3,CA,750,3000,100/200,92804,Male,Bachelor,2005
2652,65,124,0,1,CA,750,3000,100/200,91331,Male,High School,2014
2653,41,14,0,3,AZ,750,3000,25/50,86305,Male,Bachelor,2014
2654,59,13,0,1,WA,750,2650,100/200,98168,Female,Bachelor,2016
2655,53,53,0,2,OR,750,3000,25/50,97031,Male,Advanced Degree,2017
2656,29,11,0,2,CA,750,3000,25/50,95120,Female,Bachelor,2018
2657,49,67,0,1,CA,750,2950,30/60,92345,Female,Bachelor,2016
2658,56,64,0,1,CA,750,3000,100/200,95051,Male,Associate,2019
2659,50,58,0,2,AZ,750,3000,25/50,85207,Male,Advanced Degree,2016
2660,57,123,1,1,CA,750,3000,15/30,92705,Male,Bachelor,2017
2661,65,265,0,1,CA,750,2600,30/60,92562,Male,Bachelor,2019
2662,51,193,0,1,CA,750,3000,25/50,93101,Male,Associate,2018
2663,47,75,0,1,CA,750,2750,25/50,92345,Male,Bachelor,2015
2664,26,63,0,1,AZ,750,3000,30/60,85301,Female,Bachelor,2012
2665,30,41,0,3,CA,750,2800,30/60,94062,Female,Bachelor,2015
2666,68,255,0,1,CA,750,2750,15/30,92399,Male,Advanced Degree,2019
2667,39,55,0,1,AZ,750,2750,25/50,85395,Male,Advanced Degree,2020
2668,45,244,0,1,WA,750,3000,25/50,98626,Female,Advanced Degree,2014
2669,26,46,2,3,NV,750,3000,30/60,89403,Female,Bachelor,2017
2670,67,68,0,1,CA,750,3000,15/30,92637,Female,Advanced Degree,2014
2671,57,78,0,1,CA,750,2500,30/60,90003,Female,Advanced Degree,2011
2672,26,83,0,1,CA,750,2450,15/30,94558,Male,Associate,2007
2673,36,10,0,5,CA,750,3000,15/30,95492,Male,Bachelor,2020
2674,49,30,0,3,AZ,750,3000,30/60,85379,Female,High School,2013
2675,57,94,0,1,WA,950,2500,25/50,98372,Male,Below High School,2015
2676,40,120,0,1,CA,750,3000,15/30,93105,Unkown,High School,2019
2677,27,54,0,1,CA,750,2800,25/50,93701,Female,Below High School,2012
2678,62,98,1,1,OR,750,3000,25/50,97914,Female,Bachelor,2018
2679,58,137,0,1,CA,750,2950,15/30,90066,Male,Bachelor,2018
2680,26,90,0,1,CA,750,2700,15/30,90020,Female,Associate,2016
2681,67,193,0,1,NV,750,3000,25/50,89701,Female,Bachelor,2003
2682,47,78,0,1,CA,750,3000,25/50,92553,Male,Advanced Degree,2015
2683,46,30,0,1,AZ,750,3000,15/30,85364,Male,Advanced Degree,2020
2684,55,142,0,1,WA,750,3000,25/50,98671,Female,Bachelor,2014
2685,27,61,0,1,OR,750,3000,30/60,97444,Female,Bachelor,2018
2686,45,251,0,1,CA,750,3000,100/200,93711,Male,Associate,2019
2687,62,112,0,1,NV,750,2650,25/50,89122,Male,High School,2016
2688,37,36,0,2,CA,750,3000,100/200,93267,Female,High School,2020
2689,40,91,0,1,CA,750,3000,15/30,94526,Female,Bachelor,2017
2690,31,64,0,1,CA,750,3000,30/60,95134,Female,Advanced Degree,2016
2691,38,88,0,1,CA,750,3000,15/30,90670,Female,Below High School,2020
2692,70,243,0,1,NV,750,2550,100/200,89104,Male,High School,2019
2693,51,108,0,1,WA,750,3000,30/60,98252,Female,High School,2020
